,question,relevant_documents_from_dense_retrieval
10,מדוע תחום האנרגיה הוגדר כאתגר ראשון במעלה במאה ה-21?,"[Document(id='e26af464-548f-42bd-811a-89dc6aac34b2', metadata={'source': '361-2025.pdf', 'start_index': 12315}, page_content='פסא"", יוזמים, ובעלי יכולת מוכחת בפיתוח, מחקר,\nוקידום טכנולוגיות בעלות השפעה על כל תחומי החיים. היכולת לשמור על מעמד זה בעידן ""אוטוסטרדת המידע"",\nשבו העולם מתקדם במהירות בנושאי הנדסת מערכות מחשוב, תקשורת ורשתות, נשענת על היכולת להכשיר\nמהנדסים בעלי ראייה נ'), Document(id='d89a0f02-a2b0-4207-bb1f-4f7775688b0d', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='� .\n125\n לימודי מוסמכים בחוג להנדסת אלקטרואופטיקה ופוטוניקה\nרקע כללי\nהמאה העשרים ואחד נחשבת למאה של הפוטוניקה בדומה למאה הקודמת שנחשבה למאה של\nהאלקטרוניקה. שנת 2015 נקבעה על ידי ארגון יוניסקו בזמנו כשנת האור העולמית על מנת לציין את\nחשיבות הנושא בחיי האנושות')]"
11,כיצד מעריכים את הגידול בצריכת האנרגיה עד שנת 2040?,"[Document(id='cb7bb75c-4b99-4725-88c5-2e86f956c6e3', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�לול כותרת, רקע, תאור\nהמחקר ומטרותיו, ביצוע מול תכנון של המחקר בשנה אחרונה, שינויים שחלו במטרות המחקר, תכנון\nהמחקר בהמשך, לוח זמנים מעודכן, רשימת הקורסים שנלקחו וציוניהם, רשימת הקורסים בשנה\nהקרובה. כמו כן, הדו""ח יכלול את רשימת הפרסומים המעודכנת במ�'), Document(id='953fe12a-3708-42c9-818e-f855ec2a7b21', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='ל המחקר בשנה אחרונה, שינויים שחלו במטרות המחקר,\nתכנון המחקר בהמשך, לוח זמנים מעודכן, רשימת הקורסים שנלקחו וציוניהם, רשימת הקורסים\nבשנה הקרובה. כמו כן, הדו""ח יכלול את רשימת הפרסומים המעודכנת במסגרת המחקר. יש לצרף\nלדו""ח עותק מן המאמרים שפורסמו או �')]"
12,אילו מקורות אנרגיה נחשבים למתחדשים על פי התכנית להנדסת אנרגיה?,[]
13,איך התכנית מתייחסת לחסכון והתייעלות אנרגטית בבניה ובתעשייה?,[]
14,מהן אפשרויות התעסוקה של בוגרי הנדסת אנרגיה בתחום הנדסה גיאותרמית?,[]
15,כיצד מתמודדים עם אתגרי האנרגיה המודרניים לפי תוכנית הלימודים?,[]
16,מדוע גדלה הדרישה למהנדסי אנרגיה בתחום של מקורות מתחדשים?,[]
17,כיצד התכנית בהנדסת אנרגיה משלבת נושאים של חומרים ואנרגיה?,[]
18,מהו הדגש על מערכות בקרה ופקוח בהפקה של אנרגיה בתכנית זו?,[]
19,באילו מקומות יוכלו בוגרי התכנית לעבוד כממוני אנרגיה?,[]
20,מהם התחומים המרכזיים אותם מכסה המחלקה להנדסה אזרחית וסביבתית?,[]
21,מדוע חשוב לשלב בין הנדסה אזרחית והנדסה סביבתית תחת מסגרת אקדמית אחת?,"[Document(id='8a42a535-7e54-4fa7-b4de-2f02a4f1a32f', metadata={'source': '363-2025.pdf', 'start_index': 1712}, page_content='דסי\nכימיה.\nמסלול לאנרגיה מים וטכנולוגיות מתקדמות\nהמודעות לאספקטים סביבתיים של הנדסה כימית הולכת ועולה וכך גם העניין בטכנולוגיות ירוקות.\nהמסלול יחשוף את הסטודנטים לנעשה בתחום של אנרגיה ומים.\nמסלול לביו-חומרים\nבוגרים רבים של המחלקה משתלבים בתעשיות ה'), Document(id='1edf2272-0330-4b0b-a051-b6782f85fcf0', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ת זהות\nבית הספר להנדסת חשמל ומחשבים הוא מסגרת ייחודית בנוף ההנדסה במדינת ישראל. בית הספר מאגד\nבמסגרתו מספר תכניות לימודים לתואר ראשון, כמו גם מספר תכניות לימודים לתארים מתקדמים )שני ושלישי(,\nהמספקים לסטודנטים רוחב יריעה, מגוון אפשרויות, והכרות נרחבת �')]"
22,איזה סוג בעיות מבקשת המחלקה להנדסה אזרחית לפתור?,"[Document(id='82a4e48d-7101-497d-a828-fcffe63a7a04', metadata={'source': '365-2025.pdf', 'start_index': 1279}, page_content=""רוני .\nהמחלקה להנדסת חומרים נוסדה כדי לעמוד באתגר זה של דרישות התעשייה הישראלית בתחומי הנדסת\nהחומרים ולה שתי מגמות:\nמגמת חומרים מבניים\nמגמת חומרים אלקטרוניים.\nבמידה והביקוש יהיה גדול מן ההיצע עבור מסלול מסוים, עדיפות תינתן על פי ממוצע מדרג הציונים של שניםא' ו- ב"")]"
23,כיצד מתבטאת השפעת אירועי טבע חריגים על תכנון מבנים?,[]
24,מהי החשיבות של חישוב עומסים דינמיים ברעידות אדמה?,"[Document(id='d679491c-c1d6-4588-8edf-f6b2a3ab896a', metadata={'source': '374-2025.pdf', 'start_index': 6533}, page_content='מדים\nמקצועות האנליזה והתכן. המקצועות בהנדסת מבנים מאפשרים לבוגר.ת המחלקה לתכנן וללוות את הקמתם\nשל המבנים המורכבים ביותר.\nמתמחה בהנדסת המבנים נדרש.ת לידע המודרני ביותר ולהבנה מעמיקה בהתנהגות מבנים בעומסים סטטיים\nכולל בעיות קריסה. תכן מבנים לרעידות אדמ')]"
25,כיצד המחלקה מתייחסת לחיזוק מבנים כנגד רעידות אדמה?,[]
26,אילו מגמות לימוד מציעה המחלקה להנדסה אזרחית וסביבתית לתואר ראשון?,"[Document(id='bf36faac-cf9d-4d3a-95a1-9dbc9360ece4', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='כנית לימודים לתואר שני בהנדסה סביבתית\nהמחלקה להנדסה אזרחית וסביבתית מציעה תוכנית לתואר שני בהנדסה סביבתית המיועדת לבוגרי.ות תואר\nראשון בהנדסה במגוון תחומים )כגון הנדסת בניין, הנדסה כימית, הנדסת ביוטכנולוגיה, הנדסת מכונות,\nהנדסת חומרים ועוד(, �'), Document(id='bab1726f-e598-4100-8573-7b5ce8a69b5b', metadata={'source': '365-2025.pdf', 'start_index': -1}, page_content='�ת מכונות והמחלקה להנדסת חומרים מקיימות תוכנית משולבת לתואר כפול. התוכנית\nהמשולבת ""הנדסת מכונות וחומרים"" מעניקה לבוגריה תואר כפול: .B.Sc בהנדסת מכונותו-.B.Sc בהנדסת\nחומרים. בוגרי התוכנית יכולים להירשם בפנקס המהנדסים וכמו כן באפשרותם להמשיך ללא השלמות לתואר\n')]"
27,מדוע נדרש ידע באירועי קיצון ומיגון עבור מהנדסי מבנים?,"[Document(id='2f57bdf5-1dfd-40a6-8c1a-15dd6a2d506e', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='ים"" המתמקד\nבניהול סיכונים במבנים ובניהול אזורי אסון; ו""תכנון וניהול תשתיות למצבי חירום"" העוסק בתכנון המוכנות של\nמערכות הנדסה אזרחית לעמידות במצבי שירות חריגים. מקבץ מקצועות ייחודי זה מאפשר לסטודנטים.ות\nבמחלקה להיות חשופים.ות גם להשפעות אירועים חריגי�'), Document(id='e8180371-8789-4a1d-b40d-b284c6ac83c1', metadata={'source': '374-2025.pdf', 'start_index': 7591}, page_content='אירועים חריגים דוגמת אסונות טבע כרעידות אדמה\nוכנגד פגיעות טרור או מלחמה, המחלקה מציעה ארבעה קורסים: ""אירועים חריגים 1: דינמיקה שימושית ותכן\nסיסמי""; ""אירועים חריגים 2: מבוא למיגון מבנים""; ""אירועים חריגים 3: מבוא לניהול אירועים חריגים"" המתמקד\nבניהול סיכונים במבנים ובניהול אז'), Document(id='f94d6c21-810e-4d67-b0d5-6f0fb025f36f', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='�ון מבנים, המזכה באישור על\nלימוד אשכול לימודים. סטודנטים.ות אשר לומדים.ות במגמה להנדסת מבנים ולומדים.ות במסגרת זו אשכול\nשל ארבעה מקצועות מהרשימה הבאה יקבלו אישור נלווה לתעודת הבוגר כי סי ימו בהצלחה אשכול קורסים\nבתחום מיגון מבנים :\nאירועים חריגים 2: מבוא למיגון מב')]"
28,כיצד המחלקה משלבת נושאי סביבה ובנייה בתכנית הלימודים?,"[Document(id='7d686cf8-3ad1-4b84-af89-71e25739430d', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�יים מחקר מולטידיסיפלינארי המשלב מספר תחומים. כחלק אינטגרלי מגישה זו, בית\nהספר מעודד גם קבלה של תלמידי הנדסה מתחומים אחרים ותלמידים מתחומי מדעי הטבע, בהתאם להתאמתם\nלמחקרים ולתחומי העני ין של סגל החוקרים של בית הספר.\nהאופי המיוחד של תכניות הלימודים השונו'), Document(id='3728237d-ba5f-4a3e-8c8f-f43bc34a9df7', metadata={'source': '374-2025.pdf', 'start_index': 10946}, page_content='ר לתואר שני בהנדסה סביבתית\nתוכנית לימודים לתואר כפול: הנדסת בניין )התמחות במבנים( ומדעי כדור הארץ והסביבה\nתוכנית זו הינה ייחודית הנלמדת באוניברסיטת בן-גוריון בלבד. התוכנית נוסדה לשם מתן מענה אקדמי לצורכי\nהמדינה בתחום התשתיות הלאומיות, לקראת אתגרי העתיד.'), Document(id='7ed6a4de-28d2-467c-9bdb-533818ecd8e9', metadata={'source': '361-2025.pdf', 'start_index': 2542}, page_content=' השונות, את ההבדלים ביניהן, ואת הייחודיות של כל תכנית.\nהחל משנת הלימודים השניה מתחילים הסטודנטים להתמקד בתכנים ספציפיים בהתאם לתכנית הלימודים בה\nהם לומדים; )1( בתכנית להנדסת חשמל ומחשבים הדגשים הם על תחומים כגון הספק ואנרגיה, אלקטרומגנטיות\nומיקרוגלים'), Document(id='411882d0-aa1b-49c0-9f8a-d7b0fd61d9f0', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='� בתחומי מדעי המחשב.\nהלימודים בשנה הראשונה הם משותפים לכל תכניות הלימודים במסגרת ביה""ס, דבר המאפשר לסטודנטים\nלעבור בין תכניות הלימודים בתום השנה הראשונה באופן אוטומטי, בכפוף לתנאי מעבר. אפשרות זו, שהיא\nייחודית לביה""ס להנדסת חשמל ומחשבים באוניברסיטת בן-')]"
29,מהו היקף אפשרויות התעסוקה לבוגרי הנדסה אזרחית וסביבתית?,"[Document(id='bf36faac-cf9d-4d3a-95a1-9dbc9360ece4', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='כנית לימודים לתואר שני בהנדסה סביבתית\nהמחלקה להנדסה אזרחית וסביבתית מציעה תוכנית לתואר שני בהנדסה סביבתית המיועדת לבוגרי.ות תואר\nראשון בהנדסה במגוון תחומים )כגון הנדסת בניין, הנדסה כימית, הנדסת ביוטכנולוגיה, הנדסת מכונות,\nהנדסת חומרים ועוד(, �')]"
30,מהי מטרת התכנית להנדסת תכנה באוניברסיטת בן גוריון?,[]
