,question,relevant_documents_from_dense_retrieval
72,אילו נושאי מחקר עיקריים נחקרים במסגרת היחידה להנדסה גרעינית?,"[Document(id='bc53ed47-1f92-495a-9e82-330bbe4afe41', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='רים קרמיים\n36513491 בחירת חומרים\nמסלול התמחות 9: אנרגיה גרעינית\nמסלול אנרגיה גרעינית הינו מסלול התמחות משותף למחלקה להנדסת מכונות ולמחלקה להנדסה גרעינית.\nהמסלול הוכן על מנת לענות לצורך עדכני בישראל ובעולם להכשרת מהנדסים, מדענים וחוקרים לעיסוק\nבנושאי אנר�'), Document(id='12874d79-e215-4096-8761-f0fdcaa024ec', metadata={'source': '369-2025.pdf', 'start_index': 1642}, page_content=' על מחקר במעבדות המחלקה בהנחיית חברי הסגל. מהתלמידים נדרשת עבודת מחקר ברמה גבוהה\nהמתפרסמת בכתבי עת מובילים בתחום. מבחר נושאי המחקר במחלקה רחב ביותר, ומתמקד באלו הנחשבים\nלטכנולוגיות העילית שבביוטכנולוגיה, כגון: הנדסת רקמות ותאי גזע, ביו-חומרים חכמים, בי')]"
73,מדוע יש חשיבות לפיתוח שיטות אנליטיות וחישוביות בטרנספורט ניטרונים?,"[Document(id='42033814-5051-4f67-a11a-f5cbad01d5ab', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='ים קשורים לנ""ל כמו תורת המטריציות )יצחק לבקוביץ( ותורת ההסתברות\nותהליכים אקראיים )דוד לבנוני(.\nאלקטרומגנטיות ומיקרו גלים:\nמסלול קרינה אלקטרומגנטית ומיקרו גלים מציע לסטודנטים לתארים מתקדמים התמחות והבנה מעמיקה\nבכלים חישוביים תאורטים ונומריים, לצורך הערכה ותכנו�'), Document(id='65589e40-e8b9-4f97-87d7-6450cb607eba', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ל המסלול ניתן למנות יציבות של\nמערכות לינאריות ולא לינאריות, תאור גיאומטרי של מערכות בקרה )יצחק לבקוביץ(, בקרה של מערכות\nבתנאי אי ודאות, סינון לא לינארי )דוד לבנוני(. בנוסף, נחקרים ומפותחים .\nנושאים וכלים מתימטיים בתחומים קשורים לנ""ל כמו תורת המטריציות )יצחק לבקובי�'), Document(id='de104988-6e6c-4c32-a68f-eca5d9c6351a', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�, חקירת מבנה של\nגופים מפזרים מתוך מדידת גל נפזר, שיטות אנליטיות בתחום הזמן, שיטות קרניים ואלומות )פרופ\' תימור\nמלמד(, שיטות הדמאה מתוך חקירת הפיזור ממבנים, חקירת פרמטרי הקרינה של אנטנות במישור הזמן\n)ד""ר אמיר שליוינסקי(, חקר הפרמטרים החשמליים של חומרים מרוכבים, �'), Document(id='695c02e6-5b18-42fd-a729-2b11de7dc2a1', metadata={'source': '367-2025.pdf', 'start_index': 18895}, page_content=""מוח על ידי למידת האינטראקציה\nשל הרופאים עם אותם רובוטים.\nפרופ' אמנון סינטוב: פרמצבטיקה, מערכות להולכת תרופות, מערכות טרנסדרמליות, טופיקליות ומוקוזליות,\nפרמקוקינטיקה ושחרור מבוקר של חומרים פעילים .\nפרופ' עודד פרגו: ביופיזיקה תיאורטית-חישובית: ממברנות ביולוג"")]"
74,כיצד היחידה משלבת מחקר בסיסי עם שיתופי פעולה בינלאומיים?,"[Document(id='a83489a3-0caf-475d-b7d6-eb63af0a1c04', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�וע המוטיבציה של הסטודנטים להבין את המושגים התיאורטיים המופשטים\nמתחזקת מאד כאשר הם נחשפים ליישומים בתחום. המגמה נערכה בצורה כזו שתביא לאיזון בין שלושת\nההיבטים הבאים: שיטות חישוביות, טכנולוגיות מידע, והיבטי ניהול .\nבמסגרת פרויקט הגמר, הסטודנטים יתמודדו עם ב')]"
75,מהן אפשרויות התעסוקה לבוגרי התואר בהנדסה גרעינית?,"[Document(id='93407c37-f3df-4123-9ab9-4b3f0529b040', metadata={'source': '367-2025.pdf', 'start_index': 20627}, page_content=' וביקורתית ולהצמחת דור חדש של חוקרים. קיימות במחלקה אפשרויות מגוונות להשתלבות ועיסוק\nבמחקר במסגרת לימודי המוסמכים.\nלימודי התואר השני בהנדסה ביורפואית מיועדים להעמיק את הידע ההנדסי והרפואי, לאפשר לתלמידים/ות\nלהגדיר בעיה מחקרית ולבצע עבודת מחקר מקורית בהנח')]"
76,כיצד מטפלת התכנית בהיבטי מיגון קרינה?,[]
77,מהו הדגש על שיטות מונטה קרלו בחישובי קרינה?,"[Document(id='ab8a6d8d-c01b-44f7-922d-7a4facec30fd', metadata={'source': '367-2025.pdf', 'start_index': -1}, page_content='�ה.\nבהמלצת מנחה ובאישור ועדת הוראה, ניתן לקחת עד 2 קורסים מבין רשימת הקורסים הבאים הניתניםע""י מחלקות\nאחרות:\nמספר קורס שם הקורס\n20226151 שיטות אופטימיזציה ושימושיהן\n20528091 מבוא לרשתות עצביות ומודלים של מערכת העצבים\n36121050 אופטיקה לא לינארית\n36121120 למידה עמוקה ושימושיה לעיבוד'), Document(id='875a488f-466f-4772-9cb2-14daadc8fb5c', metadata={'source': '361-2025.pdf', 'start_index': 8911}, page_content=' ועד לרמה לאומית תוך שילוב של אנרגיות מתחדשות. בנוסף מתקיים מחקר תאורטי עתידני המיועד\nלענות על בעיות ושאלות תיאורטיות שלאו דווקא קיים עבורן מימוש מיידי .\nהגישה המולטי-דיציפלנארית היא אחד המאפינים של התואר בהנדסת חשמל ומחשבים ומאפשרת גמישות\nמירבית בבחירת מקצוע. ה')]"
78,כיצד מכינים הסטודנטים לעבודת מחקר בתואר השני והשלישי בהנדסה גרעינית?,[]
79,מדוע יש צורך במהנדסים גרעיניים בעלי ידע נרחב בפיזיקת חלקיקים?,"[Document(id='83fcc181-285c-4b18-93fb-daf4139ebd98', metadata={'source': '362-2025.pdf', 'start_index': 21486}, page_content='דסים, מדענים וחוקרים לעיסוק\nבנושאי אנרגיה גרעינית, תכנות כוח ועוד. ניתן להמשיך בלימודים מתקדמים במסגרת לימודי מוסמכים\nבהנדסת מכונות או במסגרת המחלקה להנדסה גרעינית.\nיש לבחור את הקורסים: פיזיקה של כורים גרעיניים, חומרים גרעיניים ונזקי קרינה, תרמו-הידראו'), Document(id='8bad2f76-cac2-4455-a163-3901bf686586', metadata={'source': '367-2025.pdf', 'start_index': 2220}, page_content='חשבים או רובוטים, בעידוד מנגנונים טבעיים או בשימוש\nבאברים מלאכותיים, ידע רב-תחומי חיוני במקצוע ההנדסה הביורפואית.\nההתפתחות העצומה שחלה בשנים האחרונות בתחומי המדעים המדויקים, מדעי הטבע וההנדסה מאפשרת להשתמש בכלים\nהנדסיים על מנת לענות על שאלות רבות שנות')]"
80,מהו תפקידו של מהנדס חומרים בתעשייה המודרנית?,"[Document(id='7ba2a95c-84a9-4d67-b6fa-8e61655c3535', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='� המכונות להכיר את הרקע המאפיין את המערכת\nבה הוא עוסק.\nהמחלקה להנדסת מכונות באוניברסיטת בן-גוריון בנגב הוקמה בשנת 1967 והיא תרמה ותורמת רבות בהוראה,\nמחקר, פיתוח וייעוץ לתעשייה. עד כה הוכשרו בהכ-4500 בוגרים. הבוגרים עוסקים בפיתוח, תיכון וייצור\nבתעשיית התעופה, הת�')]"
81,כיצד משפיעה בחירת חומרים נכונה על שלבי התכנון והייצור?,"[Document(id='7fe8b480-8401-4829-ba99-34146be95651', metadata={'source': '365-2025.pdf', 'start_index': 1060}, page_content='י הפיתוח והייצור של מוצרים, החל מייעוץ בבחירת החומרים בשלבי התכנון של\nהמוצר, דרך פיקוח וביצוע של התהליכים הדרושים לשם שיפור תכונות, וכלה בקביעת המפרטים ובבקרת\nהמוצר הסופי אשר יכול להיות מתכתי, קרמי, פולימרי או רכיב אלקטרוני .\nהמחלקה להנדסת חומרים נוסדה כדי לעמ'), Document(id='5332cf7b-b8a0-41fd-a436-e8541c71d9cf', metadata={'source': '365-2025.pdf', 'start_index': -1}, page_content='�רתיות\nמהווה לעתים קרובות, נקודת מוצא לקידום שטחים הנדסיים חדשים או לפתרון בעיות הנדסיות סבוכות.\nענפי התעשייה הישראלית, האזרחית והביטחונית כאחד, נזקקים יותר ויותר למהנדסי חומרים שתפקידם\nלקחת חלק פעיל בכל שלבי הפיתוח והייצור של מוצרים, החל מייעוץ בבחיר')]"
82,אילו שתי מגמות עיקריות מוצעות במחלקה להנדסת חומרים?,"[Document(id='93b2ed4f-d8a1-4806-89b9-0a80504df547', metadata={'source': '361-2025.pdf', 'start_index': 46181}, page_content=' ומעשיים בתחומים שונים הנוגעים למערכות\nמחשוב, רשתות, ותקשורת מתקדמות.\n3. מעבדת בחירה\nתכנית הלימודים מחייבת כל תלמיד לבחור במקצוע מעבדה מבין המעבדות המוצעות, ובכך להעמיק מבחינה\nיישומית בתחומים מסוימים המעניינים אותו. השתתפות בחלק מן המעבדות מותנית במקצוע')]"
83,מהם עקרונות היסוד הנלמדים בשנים הראשונות ללימודי הנדסת חומרים?,[]
84,כיצד משלימים הסטודנטים את התמחותם במסלול חומרים אלקטרוניים?,[]
85,מה מהות פרויקט המהנדס הנערך בסוף התואר בהנדסת חומרים?,[]
86,מדוע משולבים לימודי כימיה ופיזיקה בהכשרת מהנדסי חומרים?,"[Document(id='83fcc181-285c-4b18-93fb-daf4139ebd98', metadata={'source': '362-2025.pdf', 'start_index': 21486}, page_content='דסים, מדענים וחוקרים לעיסוק\nבנושאי אנרגיה גרעינית, תכנות כוח ועוד. ניתן להמשיך בלימודים מתקדמים במסגרת לימודי מוסמכים\nבהנדסת מכונות או במסגרת המחלקה להנדסה גרעינית.\nיש לבחור את הקורסים: פיזיקה של כורים גרעיניים, חומרים גרעיניים ונזקי קרינה, תרמו-הידראו')]"
87,כיצד מתבטאת תכנית המצוינות לתואר כפול בפיסיקה והנדסת חומרים?,"[Document(id='3728237d-ba5f-4a3e-8c8f-f43bc34a9df7', metadata={'source': '374-2025.pdf', 'start_index': 10946}, page_content='ר לתואר שני בהנדסה סביבתית\nתוכנית לימודים לתואר כפול: הנדסת בניין )התמחות במבנים( ומדעי כדור הארץ והסביבה\nתוכנית זו הינה ייחודית הנלמדת באוניברסיטת בן-גוריון בלבד. התוכנית נוסדה לשם מתן מענה אקדמי לצורכי\nהמדינה בתחום התשתיות הלאומיות, לקראת אתגרי העתיד.'), Document(id='ab9d78db-8104-406e-a1b6-29d8d0c67b8b', metadata={'source': '361-2025.pdf', 'start_index': 125804}, page_content='כנית מית""ר להנדסה )מסלול ישיר לתואר שני (\nמטרת התוכנית היא קידום מהיר של תלמידים מצטיינים עם פוטנציאל גבוה להשתלב במחקרים\nבחזית המדע. התוכנית מיועדת לתלמידי תואר ראשון בהנדסת חשמל ומחשבים בסוף הסמסטר\nהשישי, וכן לתלמידי תואר ראשון בתואר כפול בהנדסת חשמל -מתמט'), Document(id='4350ee32-d6cf-4dd7-b207-21c63db40f0e', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ילוסופיה\nתוכנית הלימודים לתואר שלישי בהנדסת אלקטרואופטיקה\n:(Ph.D.) בחוג להנדסת אלקטרואופטיקה ופוטוניקה מתקיימים שלושה מסלולי לימודים לתואר שלישי\nמסלול רגיל, מסלול ישיר, ומסלול משולב. הרשמה לכל המסלולים הינה דרך בי""ס קרייטמן.\nלהלן יפורטו קריטריוני הקבלה ומהלך ה')]"
88,מה המשמעות של בחירה במסלול הנדסת חומרים מבניים?,"[Document(id='bf36faac-cf9d-4d3a-95a1-9dbc9360ece4', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='כנית לימודים לתואר שני בהנדסה סביבתית\nהמחלקה להנדסה אזרחית וסביבתית מציעה תוכנית לתואר שני בהנדסה סביבתית המיועדת לבוגרי.ות תואר\nראשון בהנדסה במגוון תחומים )כגון הנדסת בניין, הנדסה כימית, הנדסת ביוטכנולוגיה, הנדסת מכונות,\nהנדסת חומרים ועוד(, �')]"
89,כיצד יכול בוגר הנדסת חומרים לתרום לפיתוח תהליכים חדשניים?,"[Document(id='bfc06590-e2ec-47dc-a146-9f30dd6b7d0c', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='�וף הפעולה בין חוקרים משני התחומים הולך וגובר בחקר תופעות כגון חומרים\nמורכבים, תכונות מכאניות וחשמליות של חומרים, תהליכי ייצור ועוד. מטרת התוכנית היא להכשיר מהנדסים\nבשני התחומים ולהעניק להם רקע איתן בהנדסת מכונות וחומרים על מנת שיוכלו להתמודד בהצלחה ע')]"
90,מהו אופיו של מהנדס כימי בתעשייה כיום?,"[Document(id='037ec017-352c-41bc-99ce-e439f16504e0', metadata={'source': '362-2025.pdf', 'start_index': 17291}, page_content='36214754 דינמיקה ואוירודינמיקה של כלי טייס\nמסלול התמחות 4: מערכות תרמיות\nבמסלול זה נחשפים התלמידים לתחום האנרגיה, שהוא אחד התחומים הקלאסיים וגם האקטואליים ביותר\nבהנדסת מכונות. בהתאם לכך, המסלול מתבסס על הידע שנרכש בקורסי החובה, בעיקר בתרמודינמיקה\nומעבר חום, ומקנ'), Document(id='992fa59b-7b65-4f9b-97ce-4f9fe5f868ac', metadata={'source': '362-2025.pdf', 'start_index': 58632}, page_content=' לתחילת\nשנת הלימודים.\n)2( קורס חובה .\n58\n תוכנית לתואר שני במכטרוניקה\nמטרת התוכנית\nהנדסת מכטרוניקה הינה תחום הנדסי חדש יחסית, שנועד לענות על הצורך ההולך וגובר באינטגרציה של תחומים\nהנדסיים שונים. בעיקר, שילוב של הנדסת חשמל ואלקטרוניקה, מחשבים והנדס')]"
