,question,relevant_documents_from_dense_retrieval
41,אילו תחומי התמחות מוצעים במסגרת התכנית להנדסת מערכות מידע?,"[Document(id='eb1abd6d-5630-4c1e-a1c7-f76908c2cd77', metadata={'source': '361-2025.pdf', 'start_index': 11888}, page_content='כנולוגיות, מצריך\nהכרות מעמיקה עם שלל מרכיביו, וידע מעמיק בתחום ידע שהוא בין-תחומי בעיקרו, ומשלב נושאים בהנדסת חשמל,\nהנדסת מחשבים, מדעי המחשב, חקר ביצועים, וטכנולוגיות מידע. היקף הידע והתשתית המחקרית בתחום זה הם\nהעומדים בבסיס תכנית הלימודים לתואר בוגר במ'), Document(id='b2903995-f83b-418f-a985-1056da3efed6', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='�פרט את חברי הסגל האחראים לכל התמחות ומגמה, וכן את תחומי המחקר של חברי הסגל האקדמי הבכיר .\nרקע כללי וקווים מנחים\nהתמחויות התואר השני במחלקה\nהמחלקה מציעה את התמחויות התואר השני הבאות :\n• התמחות בהנדסת תעשייה. בהתמחות זו חמש מגמות: חקר ביצועים ואלגוריתמיקה, סט�'), Document(id='3bf49e53-a5cd-4ec4-b620-4ce81496c058', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='� יידע\nמעמיק, תאורטי ומעשי, ייחודי ובין-תחומי. הידע הזה נמצא במלואו, ובהיבטים רבים, בבית הספר להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון. אנו פותחים לימודי מיקוד במערכות מאובטחות במסגרת תואר\nשני בהנדסת חשמל ומחשבים, המיועדים להכשרת מומחים בנושא. ההכשרה תכלו')]"
42,כיצד התכנית להנדסת מערכות מידע משלבת נושאי אבטחת מידע?,"[Document(id='725445ff-eab3-4b71-b602-1550791f1800', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�ערכות מידע וטכנולוגיות מידע ונתונים מתקדמות.\nהתכנית מיועדת בעיקר לבוגרי הנדסת מערכות מידע, הנדסת תוכנה ומדעי המחשב, אך היא פתוחה גם\nלבוגרי הנדסה ומדעים אחרים הקרובים לתחום מערכות מידע. המחלקה מקיימת תכנית מיוחדת עם\nמיקוד באבטחת המרחב המקו'), Document(id='dd1cf7c4-c8af-459b-b8c5-03425bdcafe6', metadata={'source': '364-2025.pdf', 'start_index': 28956}, page_content='ות או כבחירה חופשית .\n• שני קורסי בחירה חופשית\nהתמחות מערכות מידע\nהתמחות מערכות מידע מעניקה לתלמידיה העשרה וכלים המכשירים אותם לניתוח, עיצוב, תכנות וניהול מערכות מידע,\nאנליטיקה עסקית ומדעי הנתונים, הטמעת יישומים ארגוניים, וייעוץ להנהלות ארגונים בגיבוש אסט'), Document(id='5b38ae82-4c92-4e16-af1f-42ddf4092e39', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content=' מיועד להכשיר חוקרים ואנשי מקצוע ברמה\nאנליטית גבוהה )תואר שני( בתחום של אבטחת מידע במרחב המקוון: כולל זיהוי תקיפות ואנומליות, שיטות\nקריפטוגרפיות , קוד עוין, אבטחת רשתות והנדסת מערכות ממוחשבות. לימודי המגמה כוללים כתיבת תזה\nמחקרית בתחום, קורסי חובה ובחירה, מתו�'), Document(id='d664de0f-7f11-43b3-8690-c90261f9dc20', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�זיות של פיתוח מערכות וניתוח נתונים. לאור זאת פיתחה המחלקה שתי תוכניות לימוד\nשמטרתן להקנות מיומנויות אלו.\nתכנית הלימודים להנדסת מערכות מידע מספקת לתלמידים עקרונות וטכניקות המהוות בסיס ידע עיקרי\nלאנשי מקצוע במגוון תפקידים במערכות מידע ממוחשבות בסביבה'), Document(id='18722b0c-3dbc-4e8b-a2a8-59aa6772b2d7', metadata={'source': '372-2025.pdf', 'start_index': 36665}, page_content='תונים, מערכות לומדות וכריית מידע.\nאוניברסיטת בן-גוריון בנגב ידועה כמובילה בתחום מדעי הנתונים בארץ ובעולם, ומציעה לסטודנטים\nבתכנית תחומי מחקר מרתקים, חלקם בשיתוף עם חברות בינלאומיות .\nלמי מיועדת התכנית : סטודנטים בעלי תואר ראשון בהנדסת מערכות מידע'), Document(id='e6d93436-0a76-4ba3-a489-e216c77f3a7a', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='קי אדם מחשב, מערכות מידע ברפואה, לוחמת מידע\nמנועי חיפוש ומערכות המלצה, בסיסי נתונים, big-data\nניתוח וקבלת החלטות במערכות מידע, מידול מערכות מידע, ויזואליזציה\nפרטיות אלקטרונית\nתנאי קבלה\nזכאים להירשם לתוכנית התואר השני בהנדסת מערכות מידע, בעלי תואר ראשון ממו�'), Document(id='f0e0ce0b-c577-4010-a189-ea4c46032887', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='ח ועיצוב מערכות מידע, בסיסי נתונים, הנדסת שיטות ותהליכים, הנדסת\nגורמי אנוש, סימולציה, אוטומציה, וניהול פרויקטים. קורסי החובה מיועדים לרכישת תשתית הידע המקצועי,\nלהקניית ראייה מערכתית אינטגרטיבית, ולבניית ""ארגז הכלים"" הנדרש למהנדסי תעשייה וניהול.\n• קורסי �'), Document(id='a683299f-2e77-4dbe-a46b-4e8b314e9248', metadata={'source': '372-2025.pdf', 'start_index': 25513}, page_content=' השתתפותם בתכנית.\n22\n 3.5 התכנית להנדסת תוכנה\nמטרת התוכנית להנדסת תוכנה הינה להכשיר אנשי תוכנה בעלי השכלה רחבה בתחומים החשובים בתעשיית\nהתוכנה, החל משיטות לאפיון, מידול, ובנייה של מערכות תוכנה גדולות, וכלה בתחומי ידע כגון אבטחת מידע,\nתקשורת מחשבים, בס')]"
43,מדוע מושם דגש על ניתוח מערכות ובסיסי נתונים בלימודי הנדסת מערכות מידע?,"[Document(id='38701024-7984-45f4-acd6-729c127463dc', metadata={'source': '372-2025.pdf', 'start_index': 17308}, page_content='אות( הם אחד מנכסיו העיקריים של הארגון וניתוח מושכל שלהם\nמעניק יתרון משמעותי לבעליו .\nלימודי התואר הראשון בהנדסת נתונים במסגרת המחלקה להנדסת מערכות תוכנה ומידע מיועדים להכשיר\nמהנדסים איכותיים שיכולים להשתלב בתחומים של ניתוח נתונים (Data Analytics), הנדסת נתונים (Data\nEngineering)'), Document(id='88cd6187-00d8-4854-bdb5-6e73ce4d1dc9', metadata={'source': '372-2025.pdf', 'start_index': 2941}, page_content='.\nבוגר הנדסת נתונים יוכל לפתח ולהפעיל בצורה מיטבית מערכות ניתוח נתונים ולרתום את טכנולוגית מדעי\nהנתונים כדי להפיק את המרב מהנתונים הרבים שנאגרים במערכות מידע ארגוניות וציבוריות. לימודי\nהתואר עונים על הצורך העולה באנשי מקצוע בתחומים של Big Data ,הנדסת הנתונים'), Document(id='d664de0f-7f11-43b3-8690-c90261f9dc20', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�זיות של פיתוח מערכות וניתוח נתונים. לאור זאת פיתחה המחלקה שתי תוכניות לימוד\nשמטרתן להקנות מיומנויות אלו.\nתכנית הלימודים להנדסת מערכות מידע מספקת לתלמידים עקרונות וטכניקות המהוות בסיס ידע עיקרי\nלאנשי מקצוע במגוון תפקידים במערכות מידע ממוחשבות בסביבה'), Document(id='c2ae518f-64a4-4266-9b72-4f016113a1a7', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content=' מיטבית מערכות ניתוח נתונים ולרתום את טכנולוגית מדעי הנתונים כדי\nלהפיק את המרב מהנתונים הרבים שנאגרים במערכות מידע ארגוניות וציבוריות. לימודי התואר עונים על\nהצורך העולה באנשי מקצוע בתחומים של Big Data, הנדסת הנתונים וכריית מידע בארץ ובעולם .\nתכנית הלימודים מס�'), Document(id='33d77d21-c58c-4a33-a7aa-c9f93fa6c8d4', metadata={'source': '372-2025.pdf', 'start_index': 1910}, page_content='גוון תפקידים במערכות מידע ממוחשבות בסביבה הטכנולוגית המודרנית. הלימודים\nבתחום המקצועי של הנדסת מערכות מידע כוללים נושאים יסודיים בתחומים שונים כגון: תכנות, ניתוח\nועיצוב מערכות ובסיסי נתונים וכן קורסים הקשורים לטכנולוגיות מידע מתקדמות כגון: אחזו'), Document(id='1f73283c-5770-4014-975a-e4924cdf57ff', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='רים לטכנולוגיות מידע מתקדמות כגון: אחזור מידע, כריית\nנתונים, אבטחת מידע, מערכות מידע רפואיות, בסיסי נתונים מבוזרים, בינה מלאכותית, למידת מכונה\nועוד. בוגר הנדסת מערכות מידע עשוי למלא תפקידים מגוונים בתחום, כגון: אפיון צרכי מחשוב של ארגונים,\nניתוח ו�'), Document(id='725445ff-eab3-4b71-b602-1550791f1800', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�ערכות מידע וטכנולוגיות מידע ונתונים מתקדמות.\nהתכנית מיועדת בעיקר לבוגרי הנדסת מערכות מידע, הנדסת תוכנה ומדעי המחשב, אך היא פתוחה גם\nלבוגרי הנדסה ומדעים אחרים הקרובים לתחום מערכות מידע. המחלקה מקיימת תכנית מיוחדת עם\nמיקוד באבטחת המרחב המקו'), Document(id='11e98f7e-2f06-418c-9938-e186d2d3a6b4', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='"" ניתן למצוא בקישור זה.\n23\n 4. תכנית לימודים לתואר שני בהנדסת מערכות מידע\n(M.Sc).\nתכנית הלימודים לתואר מגיסטר (M.Sc) בהנדסת מערכות מידע מיועדת להכשיר חוקרים ואנשי מקצוע\nאיכותיים לעסוק במחקר, תכנון, פיתוח וניהול של מערכות מידע וטכנולוגיות מידע ונתונים מת�'), Document(id='23e694c4-8b4c-435f-b4f3-f1976658c074', metadata={'source': '372-2025.pdf', 'start_index': 2322}, page_content='ון: אפיון צרכי מחשוב של ארגונים,\nניתוח ועיצוב של התכנה, מנשקי המשתמשים ובסיס הנתונים, תכנות, הטמעה, אבטחה, ניתוח נתונים, וכן\nתפעול וניהול של יחידות מחשב ומערכות מידע .\nתכנית הלימודים בהנדסת נתונים מספקת לתלמידים עקרונות וטכניקות המהוות בסיס ידע עיק'), Document(id='e6d93436-0a76-4ba3-a489-e216c77f3a7a', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='קי אדם מחשב, מערכות מידע ברפואה, לוחמת מידע\nמנועי חיפוש ומערכות המלצה, בסיסי נתונים, big-data\nניתוח וקבלת החלטות במערכות מידע, מידול מערכות מידע, ויזואליזציה\nפרטיות אלקטרונית\nתנאי קבלה\nזכאים להירשם לתוכנית התואר השני בהנדסת מערכות מידע, בעלי תואר ראשון ממו�')]"
44,מהו היקף נקודות הזכות הנדרש לסיום התואר בהנדסת מערכות מידע?,"[Document(id='adef9407-7298-476d-84f9-220e04eaf1ca', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�וון בתעשייה או\nבצבא. התנאים שתוארו לעיל הם תנאי סף להרשמה במקרה השכיח; וועדת הקבלה של התואר רשאית לדרוש\nעמידה בתנאים נוספים, כגון מדרג המועמד ביחס לבוגרים אחרים שלמדו לאותו תואר, ניסיון מקצועי של\nהמועמד ועוד.\nא. מבנה הלימודים :\nלימודי התואר השני באבטחת המרח'), Document(id='ddb3cf80-cb80-49ad-81d4-726a948f1156', metadata={'source': '362-2025.pdf', 'start_index': 61463}, page_content='ורסים המרכיבים את המסלול לבקרה ומכטרוניקה בלימודים\nלקראת תואר ראשון במחלקה להנדסת מכונות באוניברסיטת בן-גוריון בנגב. לכל מועמד תקבע תוכנית השלמה\nבהתאם לרקע הקודם שלו. קורסי ההשלמה אינם מזכים את הסטודנטים בנק""ז לתואר שני.\nב. קורסי חובה\nאשכול 1 – כללי\n'), Document(id='e7a1d2cf-7294-4ef1-9f5f-bf0ccdd5d941', metadata={'source': '372-2025.pdf', 'start_index': 50982}, page_content='ן, המועמד עשוי להיות מוזמן לראיון בפני חברי הוועדה וחברי סגל נוספים, ובהם המנחה המיועד .\n39\n דרישות הלימודים\nבנוסף על הכתוב בתקנון האקדמי הנ""ל, להלן דרישות הלימודים במסגרת המחלקה:\n• לימודי השלמה: מועמד שאין לו תואר שני בהנדסת מערכות תוכנה ומידע עשוי להיד')]"
45,כיצד התכנית מטפלת בנושאים של כריית נתונים ובינה מלאכותית?,"[Document(id='88cd6187-00d8-4854-bdb5-6e73ce4d1dc9', metadata={'source': '372-2025.pdf', 'start_index': 2941}, page_content='.\nבוגר הנדסת נתונים יוכל לפתח ולהפעיל בצורה מיטבית מערכות ניתוח נתונים ולרתום את טכנולוגית מדעי\nהנתונים כדי להפיק את המרב מהנתונים הרבים שנאגרים במערכות מידע ארגוניות וציבוריות. לימודי\nהתואר עונים על הצורך העולה באנשי מקצוע בתחומים של Big Data ,הנדסת הנתונים'), Document(id='807f7836-2bbf-47dc-b2a1-2d1230af0293', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content=""�וטונומיות, רפואה מותאמת אישית, וכד'(, וירטואליזציה ומערכות ענן, ניתוח מערכות ועבודה עם נתוני עתק\n)big data(, למידת מכונה ואינליגנטציה מלאכותית, ועוד .\nהתכנית לתואר בוגר בהנדסת מערכות תקשורת מאפשרת לבוגריה להמשיך ללימודים מתקדמים בתחום, כמו גם\nבתחומים קרובים. ב�""), Document(id='18722b0c-3dbc-4e8b-a2a8-59aa6772b2d7', metadata={'source': '372-2025.pdf', 'start_index': 36665}, page_content='תונים, מערכות לומדות וכריית מידע.\nאוניברסיטת בן-גוריון בנגב ידועה כמובילה בתחום מדעי הנתונים בארץ ובעולם, ומציעה לסטודנטים\nבתכנית תחומי מחקר מרתקים, חלקם בשיתוף עם חברות בינלאומיות .\nלמי מיועדת התכנית : סטודנטים בעלי תואר ראשון בהנדסת מערכות מידע'), Document(id='bb6cea00-f388-43d3-91b2-bbeb841c2df9', metadata={'source': '372-2025.pdf', 'start_index': 37285}, page_content='שני. העבודה תעבור הליך שיפוט על פי נוהלי\nהפקולטה למדעי ההנדסה. עבודת התזה תהיה בתחום של למידה חישובית וניתוח נתוני עתק.\nתחומי מחקר במחלקה:\nמדעי הנתונים, למידה חישובית, בינה מלאכותית, כריית מידע בזמן אמת, Big Data , חיזוי סדרות\nעתידיות, כריית טקסט, למידה עמוקה, זיהוי א'), Document(id='f16e7c53-3b96-4c56-83a3-609a3c9a4425', metadata={'source': '372-2025.pdf', 'start_index': 4418}, page_content='ה\nואינטגרטיבית. המחלקה מעודדת את הסטודנטים להמשיך את לימודיהם לתארים מתקדמים.\nבמסגרת תכנית הלימודים לתואר ראשון, המחלקה מאפשרת לסטודנטים הרוצים בכך להתמחות במגמות לימוד\nייחודיות: בינה מלאכותית, בינה עסקית וכריית נתונים ואבטחת מידע ולוחמת מידע. במסגרת'), Document(id='782e26f7-dd77-441b-908c-09f0aebd4912', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�דמיה ממוחשבת, סוכנים באינטרנט, מסחר ממוחשב, תכנות\nלימוד, רפואה ממוחשבת ועוד .\nהמחלקה להנדסת מערכות תוכנה ומידע כוללת את המספר הרב ביותר של חוקרי בינה מלאכותית\nבהשוואה למחלקות אחרות בארץ. היא ידועה בארץ ובעולם כמובילה במספר תחומים בבינה מלאכותית.\nהלימודים �'), Document(id='a83489a3-0caf-475d-b7d6-eb63af0a1c04', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�וע המוטיבציה של הסטודנטים להבין את המושגים התיאורטיים המופשטים\nמתחזקת מאד כאשר הם נחשפים ליישומים בתחום. המגמה נערכה בצורה כזו שתביא לאיזון בין שלושת\nההיבטים הבאים: שיטות חישוביות, טכנולוגיות מידע, והיבטי ניהול .\nבמסגרת פרויקט הגמר, הסטודנטים יתמודדו עם ב'), Document(id='33a37594-e24c-4f10-b9ef-538ea8626a2b', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='�ומי\nהייצור והשירותים, תוך שימוש בכלים, גישות ומתודולוגיות כמותיות מתקדמות לניתוח, פיתוח, עיצוב ובקרה של\nמערכות .\n• מגמת סטטיסטיקה שימושית מכשירה חוקרים לשלב ידע מתחומי הנדסת תעשייה עם כלים מתקדמים\nבסטטיסטיקה )כולל למידת מכונה וכריית נתונים( כדי לתכנן ניסויים ו')]"
46,כיצד בנוי הפרויקט המסכם בשנה הרביעית להנדסת מערכות מידע?,"[Document(id='83a9df96-b7dd-44fb-8597-a4b80fbbd648', metadata={'source': '372-2025.pdf', 'start_index': 41408}, page_content='כותית )למשל בתחום הרובוטיקה(. הסטודנטים יהיו רשאים לקחת קורסים אלו\nבכפוף לאישור ועדת ההוראה של המחלקה.\n32\n ד. עבודת התזה בתחום הבינה המלאכותית\nכל תלמיד לתואר השני בהנדסת מערכות מידע, ובכלל זה בלימודי המגמה לבינה מלאכותית ומערכות\nתוכנה אוטונומיות, חייב לבצע ת'), Document(id='3c16cd42-0b07-416b-bee5-61a207d8ba48', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�חי הנדסת חשמל והנדסת מחשבים בהתאם לתכנית הלימודים שלו, מבנה נתונים, מערכות\nלינאריות, מעגלים אלקטרוניים, מבוא לעיבוד אותות ועוד. מקצועות אלה מקנים לתלמיד רקע בסיסי במכלול\nהנושאים המרכיבים את התואר. החל מהסמסטר החמישי ללימודים )תחילת השנה השלישית(, בוחר התל'), Document(id='f0e0ce0b-c577-4010-a189-ea4c46032887', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='ח ועיצוב מערכות מידע, בסיסי נתונים, הנדסת שיטות ותהליכים, הנדסת\nגורמי אנוש, סימולציה, אוטומציה, וניהול פרויקטים. קורסי החובה מיועדים לרכישת תשתית הידע המקצועי,\nלהקניית ראייה מערכתית אינטגרטיבית, ולבניית ""ארגז הכלים"" הנדרש למהנדסי תעשייה וניהול.\n• קורסי �'), Document(id='a9d9fb6b-c999-4db1-bd94-cd71dc72b93e', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='נות אוטומטיות.\nמסלול הבקרה, מכטרוניקה ורובוטיקה מכשיר מהנדסי מכונות עם התמחות בתחום הבקרה. התלמידים\nלומדים את עקרונות התכנון של מערכות בקרה, משלב התכנון ועד שלב המימוש על ידי מערכות מיקרו-\nמחשב. המסלול שם דגש על מערכות רובוטיות. במסגרת זו התלמידים לומדי�'), Document(id='a683299f-2e77-4dbe-a46b-4e8b314e9248', metadata={'source': '372-2025.pdf', 'start_index': 25513}, page_content=' השתתפותם בתכנית.\n22\n 3.5 התכנית להנדסת תוכנה\nמטרת התוכנית להנדסת תוכנה הינה להכשיר אנשי תוכנה בעלי השכלה רחבה בתחומים החשובים בתעשיית\nהתוכנה, החל משיטות לאפיון, מידול, ובנייה של מערכות תוכנה גדולות, וכלה בתחומי ידע כגון אבטחת מידע,\nתקשורת מחשבים, בס'), Document(id='6f092779-f0da-4cb8-aee9-127b0b650908', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='�רנית תוך שימוש באלמנטים סופיים ובמחשב. ממהנדס.ת המבנים נדרשת\nיכולת המאפשרת לו.ה לבצע סינתזה של כל הידע שרכש.ה כדי לתכנן בפועל מבנים שונים .\nתחום ניהול הבנייה מבוסס על אינטראקציה של מערכות שירות שונות, הדורשת ידע בסיסי בהנדסת מבנים\nוידע בניהול הבנייה. ה�')]"
47,מדוע עודדת המחלקה לסטודנטים להמשיך ללימודים לתארים מתקדמים?,[]
48,אילו רקעים אקדמיים מתאימים לתכנית בהנדסת נתונים?,"[Document(id='ce092c1c-aa19-4c38-bbc6-83863325260c', metadata={'source': '364-2025.pdf', 'start_index': 39767}, page_content='ת זו חמש מגמות: חקר ביצועים ואלגוריתמיקה, סטטיסטיקה שימושית,\nמערכות נבונות, הנדסת גורמי אנוש )ארגונומיה(, בטיחות בדרכים .\n• התמחות במערכות מידע\n• התמחות במדעי הנתונים\nבהתמחויות התואר השני ניתן ללמוד באחד ממסלו לי הלימוד האפשריים הבאים :\n• מסלול לתואר שני עם עבוד'), Document(id='23305809-1c30-4ffc-b60b-13fd2e3d9f20', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='� ידע בסיסי בתחומי מערכות\nמאובטחות וקורסי הבחירה מתייחסים לנושאים ספציפיים של מערכות אלו. לימודי המגמה מיועדים לבוגרי\nתואר ראשון בהנדסת חשמל ומחשבים ולבוגרי תואר ראשון של מחלקות רלוונטיות כמו הנדסת מערכות\nתקשורת, מדעי המחשב והנדסת תוכנה. ניתן ללימוד א')]"
49,מהי חשיבות למידת המכונה עבור מהנדסי מערכות מידע?,"[Document(id='1f73283c-5770-4014-975a-e4924cdf57ff', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='רים לטכנולוגיות מידע מתקדמות כגון: אחזור מידע, כריית\nנתונים, אבטחת מידע, מערכות מידע רפואיות, בסיסי נתונים מבוזרים, בינה מלאכותית, למידת מכונה\nועוד. בוגר הנדסת מערכות מידע עשוי למלא תפקידים מגוונים בתחום, כגון: אפיון צרכי מחשוב של ארגונים,\nניתוח ו�'), Document(id='d664de0f-7f11-43b3-8690-c90261f9dc20', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�זיות של פיתוח מערכות וניתוח נתונים. לאור זאת פיתחה המחלקה שתי תוכניות לימוד\nשמטרתן להקנות מיומנויות אלו.\nתכנית הלימודים להנדסת מערכות מידע מספקת לתלמידים עקרונות וטכניקות המהוות בסיס ידע עיקרי\nלאנשי מקצוע במגוון תפקידים במערכות מידע ממוחשבות בסביבה'), Document(id='a9d9fb6b-c999-4db1-bd94-cd71dc72b93e', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='נות אוטומטיות.\nמסלול הבקרה, מכטרוניקה ורובוטיקה מכשיר מהנדסי מכונות עם התמחות בתחום הבקרה. התלמידים\nלומדים את עקרונות התכנון של מערכות בקרה, משלב התכנון ועד שלב המימוש על ידי מערכות מיקרו-\nמחשב. המסלול שם דגש על מערכות רובוטיות. במסגרת זו התלמידים לומדי�'), Document(id='ffd8dada-4b93-4e02-afaf-5186352f2407', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�לוחמת מידע\nהמגמה נועדה להכשיר סטודנטים להיות אנשי מקצוע בתחום של אבטחת מידע במרחב המקוון הכולל\nקידוד וייצוג מידע, פרטיות, כרית מידע, אבטחת מידע, אבטחת רשתות ואבטחת מערכות ממוחשבות.\nלימודי המגמה עונים על צורך ברור של המשק באנשי מקצוע בתחום של אבטחת'), Document(id='1ebe2bd6-6e5d-4e23-962a-cab0dd699e03', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�ישומי בינה מלאכותית בהנדסת\nתוכנה, שילובים של תכנון ולמידה.\nפרופ\' שני גיא\nמערכות המלצה, קבלת החלטות, תכנון, למידת מכונה.\nד""ר שחף שפרברג\nבינה מלאכותית, קבלת החלטות בתנאי אי ודאות.\n10\n מגמה מספר 2 - בינה עסקית ומדעי נתונים\nבינה עסקית הוא תחום העוסק בהפקת מ'), Document(id='88cd6187-00d8-4854-bdb5-6e73ce4d1dc9', metadata={'source': '372-2025.pdf', 'start_index': 2941}, page_content='.\nבוגר הנדסת נתונים יוכל לפתח ולהפעיל בצורה מיטבית מערכות ניתוח נתונים ולרתום את טכנולוגית מדעי\nהנתונים כדי להפיק את המרב מהנתונים הרבים שנאגרים במערכות מידע ארגוניות וציבוריות. לימודי\nהתואר עונים על הצורך העולה באנשי מקצוע בתחומים של Big Data ,הנדסת הנתונים'), Document(id='b9cad8c7-7855-4915-b410-0433ea411472', metadata={'source': '372-2025.pdf', 'start_index': 12106}, page_content='ארגון כדי לשלב ""בינה מלאכותית"" בהתנהלות של הארגון. הלימודים במגמה זו\nנועדה לענות על צרכי ארגונים רבים בתחום זה.\nמגמה זו פותחה במיוחד לתלמידי הנדסת מערכות מידע ותלווה במספר גדול של דוגמאות מעשיות\nבתחום לימודיהם. כידוע המוטיבציה של הסטודנטים להבין את המושג')]"
50,מדוע הביקוש לבוגרי המחלקה להנדסת ביוטכנולוגיה גדל בשנים האחרונות?,[]
51,אילו תחומי מחקר מעודדת המחלקה להנדסת ביוטכנולוגיה?,"[Document(id='bf36faac-cf9d-4d3a-95a1-9dbc9360ece4', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='כנית לימודים לתואר שני בהנדסה סביבתית\nהמחלקה להנדסה אזרחית וסביבתית מציעה תוכנית לתואר שני בהנדסה סביבתית המיועדת לבוגרי.ות תואר\nראשון בהנדסה במגוון תחומים )כגון הנדסת בניין, הנדסה כימית, הנדסת ביוטכנולוגיה, הנדסת מכונות,\nהנדסת חומרים ועוד(, �'), Document(id='14958da9-74d6-4fa0-a3a9-9465c24f3a4b', metadata={'source': '363-2025.pdf', 'start_index': -1}, page_content='�ומרים\nבוגרים רבים של המחלקה משתלבים בתעשיות הפארמה המזון ובמגוון נוסף של תעשיות, שבהן הם\nממלאים תפקידי פיתוח תהליכים של ביו-חומרים, המצריכים הבנה ביו-פיסיקאלית מעמיקה. המסלול\nיספק את הרקע המתאים לבוגרים אלו.\nמסלול בדגש למחקר\nמסלול זה יחשוף את הסטודנטים כבר ב')]"
52,מהי מטרת התוכנית לתואר ראשון בהנדסת ביוטכנולוגיה?,[]
53,כיצד משלבים סטודנטים בהנדסת ביוטכנולוגיה בין מחקר עצמאי לעבודה בתעשייה?,"[Document(id='e0384317-b8fd-4cd8-a925-00962b10fa0a', metadata={'source': '367-2025.pdf', 'start_index': -1}, page_content='ניברסיטה, בתעשייה, או בבית חולים. הפרויקט כולל\nלימוד ויישום הידע בנושא נבחר בהנדסה ביורפואית. על מנת לאפשר העמקה נוספת בתחום העניין של התלמיד/ה, המחלקה\nמעודדת תלמידים/ות מצטיינים/ות להמשיך בלימודים לתואר שני במסלול מקוצר ולהתחיל את עבודת המחקר שלהם/ן כבר\nבש�'), Document(id='1fa7eb67-209f-438a-a97b-4b277fc832f4', metadata={'source': '363-2025.pdf', 'start_index': 2132}, page_content=' למחקר\nמסלול זה יחשוף את הסטודנטים כבר במהלך התואר הראשון לאספקטים שונים של עבודת מחקר\nאקדמית: מיומנויות, נושאים ואתגרים.\nבנוסף, קיימת תכנית מצוינות לתואר כפול – הנדסה כימית וכימיה: ננוטכנולוגיה. התכנית מעניקה תואר\nבוגר )B.Sc( בכימיה ותואר בוגר )B.Sc( בהנד')]"
54,אילו קורסים ייחודיים מוצעים לסטודנטים בהנדסת ביוטכנולוגיה?,"[Document(id='ddb3cf80-cb80-49ad-81d4-726a948f1156', metadata={'source': '362-2025.pdf', 'start_index': 61463}, page_content='ורסים המרכיבים את המסלול לבקרה ומכטרוניקה בלימודים\nלקראת תואר ראשון במחלקה להנדסת מכונות באוניברסיטת בן-גוריון בנגב. לכל מועמד תקבע תוכנית השלמה\nבהתאם לרקע הקודם שלו. קורסי ההשלמה אינם מזכים את הסטודנטים בנק""ז לתואר שני.\nב. קורסי חובה\nאשכול 1 – כללי\n')]"
55,מהם כיווני הקריירה הפתוחים בפני בוגרי הנדסת ביוטכנולוגיה?,[]
56,כיצד מתבטאת הגישה הבין-תחומית בהנדסת ביוטכנולוגיה?,"[Document(id='14958da9-74d6-4fa0-a3a9-9465c24f3a4b', metadata={'source': '363-2025.pdf', 'start_index': -1}, page_content='�ומרים\nבוגרים רבים של המחלקה משתלבים בתעשיות הפארמה המזון ובמגוון נוסף של תעשיות, שבהן הם\nממלאים תפקידי פיתוח תהליכים של ביו-חומרים, המצריכים הבנה ביו-פיסיקאלית מעמיקה. המסלול\nיספק את הרקע המתאים לבוגרים אלו.\nמסלול בדגש למחקר\nמסלול זה יחשוף את הסטודנטים כבר ב')]"
