,question,relevant_documents_from_dense_retrieval
103,מהו חזון המחלקה להנדסת תעשייה וניהול ויעדיה?,"[Document(id='3728237d-ba5f-4a3e-8c8f-f43bc34a9df7', metadata={'source': '374-2025.pdf', 'start_index': 10946}, page_content='ר לתואר שני בהנדסה סביבתית\nתוכנית לימודים לתואר כפול: הנדסת בניין )התמחות במבנים( ומדעי כדור הארץ והסביבה\nתוכנית זו הינה ייחודית הנלמדת באוניברסיטת בן-גוריון בלבד. התוכנית נוסדה לשם מתן מענה אקדמי לצורכי\nהמדינה בתחום התשתיות הלאומיות, לקראת אתגרי העתיד.'), Document(id='b2903995-f83b-418f-a985-1056da3efed6', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='�פרט את חברי הסגל האחראים לכל התמחות ומגמה, וכן את תחומי המחקר של חברי הסגל האקדמי הבכיר .\nרקע כללי וקווים מנחים\nהתמחויות התואר השני במחלקה\nהמחלקה מציעה את התמחויות התואר השני הבאות :\n• התמחות בהנדסת תעשייה. בהתמחות זו חמש מגמות: חקר ביצועים ואלגוריתמיקה, סט�'), Document(id='fcccf517-423b-42d3-9af7-7402f8f58e10', metadata={'source': '364-2025.pdf', 'start_index': 4508}, page_content='ונית\nוניהולית לביצוע פרויקטים בלוח זמנים ובתקציב מוגדרים ולהכשיר אחרים.\nהמחלקה להנדסת תעשייה וניהול מכשירה את תלמידיה לקשת רחבה של תפקידים וכיווני התפתחות מקצועיים, כולל:\nמהנדסי מוצר, מנתחי מערכות וקבלת החלטות, מנהלי מערכות מידע, מדעני נתונים ואנליס'), Document(id='592fe62a-d513-48f8-914e-c1cc5613f75c', metadata={'source': '362-2025.pdf', 'start_index': 47146}, page_content='ת חומרים וקורסי בחירה בהנדסת מכונות, כאשר חלוקת הנק""ז בין המחלקות\nתהיה קרובה לשוויונית ככל הניתן.\n46\n תכנית לימודים משולבת לתואר כפול הנדסת מכונות –\nהנדסת חשמל\nכללי\nהמחלקה להנדסת מכונות ובית הספר להנדסת חשמל מקיימות תוכנית משולבת לתואר כפול. התוכנית המש')]"
104,מה כוללות תכניות הלימוד במחלקה?,"[Document(id='bbf32d72-3776-43ff-bb8d-f0f011d506ec', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='�פח זה מציג מידע על מסלולים אלו, נהליהם ותנאי הקבלה אליהם . תלמידי תואר ראשון המתאימים\nלמסלולים אלו יוזמנו לשיחת הסברה במהלך השנה השלישית ללימודיהם אודות המסלולים והליך הקבלה אליהם. ליעוץ\nפרטני נוסף ניתן לפנות לחבר הסגל האחראי למסלולים אלו מטעם המחלקה .\nמסלול �'), Document(id='5b30bc89-d16b-4d69-83ed-bb65e3f78321', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='�שרות לסיים את התואר בשמונה סמסטרים. גם מערכת השעות ולוח הבחינות לכל סמסטר נקבעים בהתאם לתוכנית\nהלימודים המוגדרת לכל תבנית .\nהחל משנת הלימודים השלישית ובכפוף לצבירת נק""ז בהיקף הנדרש, לתלמידי המחלקה ניתנת אפשרות לבחור\nבהתמחות תואר ראשון, בהתאם לתחומי הידע ו'), Document(id='cd496628-a103-4d65-9eca-4159738848eb', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content=""�רק זה מציג תחילה רקע כללי הנוגע ללימודי התואר השני במחלקה, ולאחר מכן דן באופן פרטני בהתמחויות התואר\nהשני המוצעות במחלקה ומציג עבור כל התמחות את תחומי הידע, תכנית הלימודים המפורטת ומידע רלוונטי נוסף. נספחא' מפרט את חברי הסגל האחראים לכל התמחות ומגמה""), Document(id='15c7d784-0747-44ab-ad60-e2a0e6f0eb89', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='אשון.\nנספחב\' מציג מידע על מסלולי מית""ר וקש""ת . תלמידי תואר ראשוןה מתאימים למסלולים אלו יוזמנו לשיחת\nהסברה במהלך השנה השלישית ללימודיהם אודות המסלולים והליך הקבלה אליהם .\n8\n תוכנית הלימודים לתואר הראשון\nלתכניות הרלוונטיות לתלמידים שהחלו את לימודיהם בשנים קודמות - יש ל�'), Document(id='1edf2272-0330-4b0b-a051-b6782f85fcf0', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ת זהות\nבית הספר להנדסת חשמל ומחשבים הוא מסגרת ייחודית בנוף ההנדסה במדינת ישראל. בית הספר מאגד\nבמסגרתו מספר תכניות לימודים לתואר ראשון, כמו גם מספר תכניות לימודים לתארים מתקדמים )שני ושלישי(,\nהמספקים לסטודנטים רוחב יריעה, מגוון אפשרויות, והכרות נרחבת �'), Document(id='fbca360a-7afe-4e95-a808-76fa8a1df18f', metadata={'source': '372-2025.pdf', 'start_index': 24485}, page_content='ות בקורסי בחירה במחלקה, ובנוסף\nיהיו זכאים לקחת קורסי בחירה מתקדמים, כולל קורסים ממחלקות אחרות וקורסי תואר שני כבר במהלך\nהשנה השלישית ללימודיהם. רשימת קורסי הבחירה וקורסי התואר השני שבהם יוכלו הסטודנטים\nלהשתתף תו גדר בשנתון בתחילת כל שנת לימודים.\n5. בכפו')]"
105,מה מטרת המחלקה להנדסת תעשייה וניהול ביחס למקצועיות הסטודנטים?,"[Document(id='599b85c7-8a79-4815-887a-2b0cde718daa', metadata={'source': '373-2025.pdf', 'start_index': 849}, page_content='חלקה להנדסת מערכות תוכנה ומידע ומופיעה\nבאופן זהה בשנתון של הפקולטה למדעי הטבע והפקולטה למדעי ההנדסה. הלימודים מתקיימים לפי שיטת\nהצבירה, שמטרתה לאפשר לסטודנט להתקדם לקראת התואר בקצב המתאים ליכולתו. עם זאת, תכנית\nהלימודים מובנית ולרוב הקורסים נדרש')]"
106,מה כולל מבנה לימודי התואר הראשון בהנדסת תעשייה וניהול?,"[Document(id='2146ff26-d12d-4c66-9543-31f77190841b', metadata={'source': '364-2025.pdf', 'start_index': 5772}, page_content=' לתואר ראשון ).B.Sc( בהנדסת תעשייה וניהול מיועדת למועמדים בעלי רקע מתמטי,\nמדעי וטכנולוגי המתאימים ללימודי הנדסה. מבנה התוכנית מושתת על מספר רבדים :\n• קורסי התשתית המדעית מיועדים להקניית הבסיס המדעי הנדרש למהנדסי תעשייה וניהול, בתחומי ידע כגון\nהנדסה,'), Document(id='fc8c2936-6fa9-410e-aa3d-dc44e34a8b84', metadata={'source': '364-2025.pdf', 'start_index': 19267}, page_content='נים מתאימים להמשיך ללימודי תואר\nשני גם שלא במסגרת מסלול מית""ר. לתלמיד המעוניין להמשיך ללימודי תואר שני מחקרי ועומד בתנאים הנדרשים\nלכך, ניתנת האפשרות להתחיל ללמוד קורסי תואר שני כבר במהלך הסמסטר האחרון ללימודי התואר הראשון.\nנספחב\' מציג מידע על מסלולי מית""ר וק'), Document(id='16556feb-6e02-4d13-b8d2-d954ad773483', metadata={'source': '361-2025.pdf', 'start_index': 191862}, page_content='ועד למועמדים שסיימו את לימודי התואר הראשון במדעים ).B.Sc( בהצטיינות באוניברסיטה\nמחקרית ומעוניינים להמשיך את לימודיהם לתואר שלישי. משך הלימודים במסגרת זו הואכ - 5 שנים.\nפרטים נוספים על המסלול ניתן למצוא באתר של בי""ס קרייטמן .\n125\n לימודי מוסמכים בחוג להנדסת אלקטרוא')]"
107,מדוע מדגישים את הגמישות בבחירת קורסים וסדר הלימוד בתוכנית?,"[Document(id='fb5748b9-3a15-4c3f-a830-2c40998ffe74', metadata={'source': '364-2025.pdf', 'start_index': 9155}, page_content='וד מועד בתוכנית הלימודים המפורטת בשנתון זה .\nרקע כללי וקווים מנחים\nתוכנית הלימודים שתפורט בהמשך פרק זה מאפשרת גמישות מסוימת בבחירת הקורסים ובסדר למידתם. עם זאת,\nיודגש כי התוכנית כפופה לאילוצים, ומשמעות הדבר היא שבעת תכנון תוכנית הלימודים והבחירה בקורס'), Document(id='1dddf0d5-f64e-4abf-98e0-1003141f08f3', metadata={'source': '383-2025.pdf', 'start_index': 6505}, page_content='ימוד ומטלות הלימודים עם גמישות מסוימת. במסגרת תוכנית הלימודים תשולב גם למידה מרחוק\nויכולת תקשורת בין אישית באופן רצוף. הלימודים יתקיימו במסגרת לוח השנה האקדמית.\nהלימודים מתקיימים במתכונת של כיתה המחייבת את הסטודנטים ללמוד את כל הקורסים בלוח\nזמנים קשיח. הקור'), Document(id='1a1c5e41-f19e-412c-bf63-ce2f6820dee3', metadata={'source': '364-2025.pdf', 'start_index': 14558}, page_content=' יילמד את כל לימודי התואר הראשון,\nלמעט מקרים חריגים. שיטת התבניות מאפשרת למחלקה להציע חלק ניכר ממקצועות החובה פעמיים בשנה, ובכך להציע\nשירות מיטבי לכלל תלמידי התואר הראשון .\nשיטתה תבניות מעניקה לתלמיד מידה מסוימתש ל גמישות בקביעת היקף הקורסים בכל סמסטר והתאמת קצב\nההת'), Document(id='64540d32-846b-4056-a2e7-d1d347af4ded', metadata={'source': '364-2025.pdf', 'start_index': 64438}, page_content='ים הרביעית, ו הציון בקורסים אלו לא יכלל בחישוב הממוצע לתואר הראשון .\nתכנון הקורסים, ובפרט הגדרת ההחלפות, הינו מהלך הדורש מחשבה ותכנון קפדני. על תוכנית הקורסים להתאים דרישות\nהחובה והבחירה בהתמחויות התואר הראשון והשני בהן בחר התלמיד . למידע עדכני על דרישות ההת'), Document(id='fcab6516-794e-4ba6-a597-cbe7b8cc3a73', metadata={'source': '383-2025.pdf', 'start_index': -1}, page_content='� ללמוד את כל הקורסים בלוח\nזמנים קשיח. הקורסים הם ייחודיים לתכנית להנדסת מערכות. העבודה בפרויקט הגמר ובסמינר החקר בקבוצות\nקטנות )3-4 סטודנטים(. נדרשת חובת השתתפות מלאה בקורסים כדי לאפשר אינטראקציה, דיונים ומשוב.\nבשאיפה נרצה לקיים את התוכנית בימי חמישי ב'), Document(id='74986f8f-cfdb-466f-8702-bb97a7478a6b', metadata={'source': '364-2025.pdf', 'start_index': 15413}, page_content='בחור\nבהתמחות תואר ראשון, בהתאם לתחומי הידע והעניין בהם הוא מעוניין להתמקצע ובהתאם ליעד ים האישיים והמקצועיים\nשהציב לעצמו. בחירת ההתמחות אינה תלויה בתבנית שנבחרה – שתי התבניות מעניקות אפשרות בחירה זהה.\nרישום לקורסים\nהרישום לקורסים ייערך לקראת תחילת כל סמסטר,'), Document(id='9779a232-e7be-493a-aa42-70405fa96969', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='�י בהן בחר התלמיד . למידע עדכני על דרישות ההתמחויות ומבנה\nהקורסים, יש לעיין בפרקים המתאימים בשנתון .\nהמלצות להחלפת קורסים, על פי תחומי ההתמחות\nהמלצות ההחלפה להלן נועדו לסייע בתכנון מיטבי של תוכנית הקורסים. תוכנית ההחלפות בפועל תיקבע בהתייעצות עם\nהמנחה האק'), Document(id='5b30bc89-d16b-4d69-83ed-bb65e3f78321', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='�שרות לסיים את התואר בשמונה סמסטרים. גם מערכת השעות ולוח הבחינות לכל סמסטר נקבעים בהתאם לתוכנית\nהלימודים המוגדרת לכל תבנית .\nהחל משנת הלימודים השלישית ובכפוף לצבירת נק""ז בהיקף הנדרש, לתלמידי המחלקה ניתנת אפשרות לבחור\nבהתמחות תואר ראשון, בהתאם לתחומי הידע ו')]"
108,מה הנפח הנקוב של נקודות זכות הנדרש להשלים לתואר?,"[Document(id='3a40b115-a96c-4875-9e9a-9bbf8ec386ce', metadata={'source': '373-2025.pdf', 'start_index': 1051}, page_content='ת, תכנית\nהלימודים מובנית ולרוב הקורסים נדרשים קורסי קדם. תכנית הלימודים המומלצת מאפשרת בחירה מוגבלת\nבקצב ההתקדמות. על הסטודנט לצבור מספר נקודות כמפורט להלן לשם מילוי חובותיו לקבלת התואר הראשון.\nבכל סמסטר יזוכה הסטודנט במספר נקודות לפי המקצועות ש')]"
109,מהם סוגי הקורסים העיקריים בלימודי התואר הראשון לפי הטבלה?,"[Document(id='acff1bc6-35c0-44af-94ef-0cdd92ae0f5c', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='�ימיה\nותכנות מחשבים וכן במקצועות מדעי ההנדסה הבסיסיים שהוזכרו לעיל. השנתיים המתקדמות מוקדשות\nלהתמחות במסלולים לפי בחירת התלמיד. לקראת שנת הלימודים השלישית רשאי התלמיד לבחור באחד מתוך\nמתשעת מסלולי ההתמחות. במסגרת מסלול ההתמחות התלמידים לומדים מקצועות שונים'), Document(id='c4b63ade-0f72-4e6a-9f6a-a61cb996316a', metadata={'source': '361-2025.pdf', 'start_index': 17842}, page_content=' לפחות חמישה\nקורסי ליבה מתוך הרשימה המפורטת בהמשך.\n5. מקצועות מסלול התמחות )שנה שלישית ורביעית( - כל תלמיד חייב לבחור בשני מסלולי התמחויות\nמתוך המסלולים של התואר. לכל התמחות יש מספר מקצועות חובה. על מנת להשלים את הדרישות\nלמסלול יש לקחת את קורסי הליבה המתאימים, לקחת ל')]"
110,מה כוללת המחלקה להנדסת מכונות באוניברסיטת בן גוריון?,"[Document(id='87b57f49-f25b-4e42-bdec-2092b92042f3', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�וגר במדעים (.B.Sc) בהנדסת חשמל ומחשבים\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת חשמל ומחשבים היא אחת התכניות במסגרת ביה""ס להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון בנגב . העבודה בתעשיית ההיטק דורשת מהמהנדס גמישות מחשבתית\nויכולת להבין ולהתמודד עם נ'), Document(id='ad00fd9b-047a-4e7a-9b50-3e96bfdca407', metadata={'source': '362-2025.pdf', 'start_index': 7631}, page_content='תואר כפול הנדסת מכונות-הנדסת חשמל ומחשבים\nהמחלקה להנדסת מכונות ובית הספר להנדסת חשמל מקיימות תוכנית משולבת לתואר כפול. התוכנית המשולבת\n""הנדסת מכונות וחשמל"" מעניקה לבוגריה תואר כפול: .B.Sc בהנדסת מכונותו-.B.Sc בהנדסת חשמל\nומחשבים. בוגרי התוכנית יכולים לה'), Document(id='ec0943c5-2010-4086-b0b7-6a5d03b65d9e', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ר במדעים ).B.Sc( בהנדסת מערכות תקשורת\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת מערכות תקשורת היא אחת התכניות במסגרת ביה""ס להנדסת חשמל\nומחשבים באוניברסיטת בן-גוריון בנגב .\nמערכות מיחשוב ומידע הפכו זה מכבר למרכיב בלתי נפרד מן החיים המודרנים. מע'), Document(id='dd722e5f-345f-4057-b7e0-0253de994bb8', metadata={'source': '362-2025.pdf', 'start_index': 7210}, page_content=' הנדסת מכונות-הנדסת חומרים\nהמחלקה להנדסת מכונות והמחלקה להנדסת חומרים מקיימות תוכנית משולבת לתואר כפול. התוכנית המשולבת\nמעניקה לבוגריה תואר כפול: .B.Sc בהנדסת מכונותו-.B.Sc בהנדסת חומרים. בוגרי התוכנית יכולים להירשם\nבפנקס המהנדסים וכמו כן באפשרותם לה')]"
111,מהו תפקידו המרכזי של מהנדס המכונות?,"[Document(id='c9e4f7ec-6387-49ad-8ec3-0a012f693c10', metadata={'source': '362-2025.pdf', 'start_index': 1223}, page_content=' רובוטים ומערכות אלקטרו-מכניות משובצות מחשב )מערכות מכטרוניות( לשימושים שונים.\nתפקיד מהנדס המכונות הנו להביא ידע מדעי לכדי יישום במערכות מכאניות. בעבודתו משתמש מהנדס המכונות\nבמדעי ההנדסה השונים, במחשבים, במעבדות ובאמצעי ייצור שונים. בנוסף למדע'), Document(id='86b7cde3-4bc9-44dd-b7f4-971e48dd4de2', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='� שני קורסי בחירה ממחלקות אחרות.\nמסלול התמחות 7: מערכות הספק\nבמסלול זה יתמחה מהנדס המכונות במקור העיקרי לתנועות המכניות והדינאמיקה והם מנועים חשמליים.\nבמסלול זה יכיר מהנדס המכונות את האספקט החשמלי של מערכות מתח גבוה, הנע חשמלי ומערכות הספק .\nלהשלמת ה'), Document(id='9c2dadd3-6f14-461f-8777-360b194e21e8', metadata={'source': '383-2025.pdf', 'start_index': -1}, page_content='ת מידע ותקשורת ועוד. הצורך לנתח ולתכנן מערכות אלו, לא רק מנקודת מבט של\nתחום מדעי – טכנולוגי ספציפי יחיד, אלא מהיבטים נוספים\nמהנדס המערכת מופקד על הרמה הטכנית / המקצועית של פרויקט מערכתי הנדסי - טכנולוגי וחלק מהנהלת\nהפרויקט. הוא מוביל את הפתרו�'), Document(id='ad7839c4-6cfa-41a5-8fe7-a35d99837688', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='�ל מערכות רובוטיות. במסגרת זו התלמידים לומדים על המאפיינים הקינמטיים\nוהדינאמיים של מערכות רובוטיות והרקע התיאורטי הדרוש לצורך הפעלה ובקרה של מערכות אלה.\nלמהנדסי בקרה בעלי תואר בהנדסת מכונות יש יתרון גדול הקשור ביכולת של מהנדס המכונות להבין תהליכים\nדינאמיים �'), Document(id='7ba2a95c-84a9-4d67-b6fa-8e61655c3535', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='� המכונות להכיר את הרקע המאפיין את המערכת\nבה הוא עוסק.\nהמחלקה להנדסת מכונות באוניברסיטת בן-גוריון בנגב הוקמה בשנת 1967 והיא תרמה ותורמת רבות בהוראה,\nמחקר, פיתוח וייעוץ לתעשייה. עד כה הוכשרו בהכ-4500 בוגרים. הבוגרים עוסקים בפיתוח, תיכון וייצור\nבתעשיית התעופה, הת�')]"
112,כיצד מורכבת תכנית הלימודים לתואר ראשון בהנדסת מכונות?,"[Document(id='1edf2272-0330-4b0b-a051-b6782f85fcf0', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ת זהות\nבית הספר להנדסת חשמל ומחשבים הוא מסגרת ייחודית בנוף ההנדסה במדינת ישראל. בית הספר מאגד\nבמסגרתו מספר תכניות לימודים לתואר ראשון, כמו גם מספר תכניות לימודים לתארים מתקדמים )שני ושלישי(,\nהמספקים לסטודנטים רוחב יריעה, מגוון אפשרויות, והכרות נרחבת �'), Document(id='debdd0bf-5e54-4672-9030-83b30abfbbe6', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�יה הנדסית בצורה מודרכת ומונחית .\nהחל משנה""ל תשפ""ב קיימת חובה ללמוד שני קורסים לתואר ראשון באנגלית.\n7\n מבנה תוכנית הלימודים לתואר ראשון בהנדסת חשמל ומחשבים\nתוכנית הלימודים בתואר להנדסת חשמל ומחשבים ),B.Sc( מורכבת מקבוצת מקצועות כדלקמן :\n1. מקצועות קדם לימוד')]"
113,איזו הכשרה בסיסית מקבלים הסטודנטים בשתי שנות הלימוד הראשונות?,"[Document(id='31060e60-b7f4-41a9-90b7-58721d25e650', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='� לתפקידי ניהול פרויקטים וניהול כללי בתעשייה.\nמבנה תכנית הלימודים\nתכנית הלימודים לתואר ראשון (.B.Sc) מקנה לבוגרים את התואר מהנדס. משך הלימודים המקובל לתואר ראשון\nהוא ארבע שנים. הלימודים משלבים הרצאות, תרגולים, מעבדות ופרויקטים. התכנית מספקת בסיס רחב המקנה\nלתלמיד'), Document(id='d87fa0d0-c255-49cd-a00c-0a7a38cdcae0', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content=' לכל אורך הלימודים. התוכנית היא בת ארבע\nשנים ומציבה אתגר ועומס לימודים גדול בפני התלמידים שמתקבלים: 210 נקודות זכות )200 נקודות זכות\nלאלו שהחלו ללמוד לפני תשע""ו( במשך ארבע השנים בהשוואהל-160 נקודות זכות הנדרשות בהנדסת\nמכונות ול-120 נקודות זכות הנדרשות במשך 3 שנים �'), Document(id='35e9cc24-79c9-422f-b363-7a34eb6a948c', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='�הירשם בפנקס המהנדסים וכמו כן באפשרותם להמשיך ללא השלמות לתואר השני והשלישי\nבמחלקה להנדסת מכונות או במחלקה למתמטיקה לפי בחירתם. התוכנית היא בת ארבע שנים ומציבה אתגר\nועומס לימודים גדול בפני התלמידים שמתקבלים: 210 נקודות זכות במשך ארבע השנים בהשוואהל-160\nנקוד'), Document(id='acff1bc6-35c0-44af-94ef-0cdd92ae0f5c', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='�ימיה\nותכנות מחשבים וכן במקצועות מדעי ההנדסה הבסיסיים שהוזכרו לעיל. השנתיים המתקדמות מוקדשות\nלהתמחות במסלולים לפי בחירת התלמיד. לקראת שנת הלימודים השלישית רשאי התלמיד לבחור באחד מתוך\nמתשעת מסלולי ההתמחות. במסגרת מסלול ההתמחות התלמידים לומדים מקצועות שונים')]"
114,כיצד בנויות השנים המתקדמות בלימודי הנדסת מכונות?,"[Document(id='18379726-53d6-4496-88a3-a65bfe22eec7', metadata={'source': '364-2025.pdf', 'start_index': 5558}, page_content='ישות גבוהות ושילוב תכנים חדשניים המשקפים את התפתחותו המהירה של המקצוע .\n2\n תכניות הלימוד במחלקה\nמידע מפורט נוסף על תכניות הלימודים השונות במחלקה מוצג בהמשך מסמך זה .\nלימודי התואר הראשון\nתוכנית הלימודים הארבע -שנתית לתואר ראשון ).B.Sc( בהנדסת תעשייה וניהול מיוע'), Document(id='132534c3-c27a-4bb4-8a88-f26ba3fda7d1', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='אר ראשון – הנדסת בניין\nתוכנית הלימודים של לימודי הסמכה של מהנדס.ת הבניין באוניברסיטת בן-גוריון בנגב בנויה ממקצועות מדעיים\nבסיסיים במתמטיקה, פיזיקה, כימיה ומחשוב, הניתנים על ידי הפקולטה למדעי הטבע, ושאחריהם נלמדים\nמקצועות האנליזה והתכן. המקצועות בה�'), Document(id='e15bd100-fbbe-45a9-a4a5-73075ff9cb14', metadata={'source': '361-2025.pdf', 'start_index': 12743}, page_content='מטיקה, פיזיקה, מדעי המחשב, הנדסת\nחשמל, והנדסת מחשבים. החל מן השנה השניה הסטודנטים בתכנית להנדסת מערכות תקשורת מתמקדים בקורסים\nמתקדמים בנושאי מחשוב, תקשורת, ורשתות, במקביל להעמקה בתחומי בסיס מתמטיים הדרושים בתחומים\nמתקדמים אלו. תכנית הלימודים מאפשרת')]"
115,מהו פרויקט הגמר בלימודי הנדסת מכונות?,"[Document(id='a93d683c-3bea-4144-b64b-eab0121e1a1b', metadata={'source': '372-2025.pdf', 'start_index': 51625}, page_content='""י הוועדה המחלקתית.\n• קורס שיטות מחקר במערכות מידע: על התלמיד לקחת קורס זה במהלך שנת הלימודים\nהראשונה במסגרת לימודי ההשלמה, במידה ולא לקח אותו או קורס מקביל במסגרת לימודי\nהתואר השני.\n• קורס כתיבה מדעית: קורס זה ניתן מטעם הפקולטה להנדסה לכל תלמידי הדוקטור'), Document(id='da204826-fcf5-4795-963f-eeefe121ed1c', metadata={'source': '373-2025.pdf', 'start_index': -1}, page_content='ה הסטודנט במספר נקודות לפי המקצועות שאותם למד ועמד בבחינות בהצלחה.\nלמידע על מסלול מית""ר להנדסה – מסלול מהיר לתואר שני למצטייני תואר ראשון, ראה פרק תואר שני במדעי\nהמחשב ובהנדסת מערכות מידע. מסלול זה מיועד לסטודנטים בשנהג\' ללימודיהם.\nלמידע על מגמת �')]"
116,אילו תחומי מחקר והתמחות קיימים בקרב חברי הסגל במחלקה?,[]
117,כיצד מתבטאת ההתנסות המעשית במסגרת הלימודים?,"[Document(id='1d1e66be-9276-43e7-8616-d8451543f753', metadata={'source': '372-2025.pdf', 'start_index': 12536}, page_content='גרת פרויקט הגמר, הסטודנטים יתמודדו עם בעיות ואתגרים מעשייםו יידרשו להוציא אל הפועל את\nהידע הנרכש באמצעות כלי התוכנה שיעמדו לרשותם. חלק מהפרויקטים יתבצעו בשיתוף הדוק עם\nהתעשייה הרלוונטית.\nיש ללמוד שלושה קורסי בחירה המוכרים במגמה, ניתן ללמוד קורסי בחירה נ'), Document(id='26773818-d8c9-49a8-b270-eec6132ed1a1', metadata={'source': '361-2025.pdf', 'start_index': 115736}, page_content=' את כל חובותיו לתואר תוך 3 שנים מתחילת לימודיו\nבמעמד ""מן המניין"".\nתקופת חופשת לימודים איננה נכללת בחישוב תקופת הלימוד.\n3. קורסים\nמטרת קורסי הלימוד היא הכשרת התלמיד והענקת כלים בסיסיים בתחום התמחות ראשי ובתחומים\nמשניים התומכים בביצוע המחקר לתיזה. פירוט מסלולי ההתמח')]"
118,מה נדרש מכל תלמיד לצבור כדי להשלים את התואר בהנדסת מכונות?,[]
