,question,relevant_documents_from_dense_retrieval
103,מהו חזון המחלקה להנדסת תעשייה וניהול ויעדיה?,[]
104,מה כוללות תכניות הלימוד במחלקה?,[]
105,מה מטרת המחלקה להנדסת תעשייה וניהול ביחס למקצועיות הסטודנטים?,"[Document(id='599b85c7-8a79-4815-887a-2b0cde718daa', metadata={'source': '373-2025.pdf', 'start_index': 849}, page_content='חלקה להנדסת מערכות תוכנה ומידע ומופיעה\nבאופן זהה בשנתון של הפקולטה למדעי הטבע והפקולטה למדעי ההנדסה. הלימודים מתקיימים לפי שיטת\nהצבירה, שמטרתה לאפשר לסטודנט להתקדם לקראת התואר בקצב המתאים ליכולתו. עם זאת, תכנית\nהלימודים מובנית ולרוב הקורסים נדרש')]"
106,מה כולל מבנה לימודי התואר הראשון בהנדסת תעשייה וניהול?,"[Document(id='18379726-53d6-4496-88a3-a65bfe22eec7', metadata={'source': '364-2025.pdf', 'start_index': 5558}, page_content='ישות גבוהות ושילוב תכנים חדשניים המשקפים את התפתחותו המהירה של המקצוע .\n2\n תכניות הלימוד במחלקה\nמידע מפורט נוסף על תכניות הלימודים השונות במחלקה מוצג בהמשך מסמך זה .\nלימודי התואר הראשון\nתוכנית הלימודים הארבע -שנתית לתואר ראשון ).B.Sc( בהנדסת תעשייה וניהול מיוע')]"
107,מדוע מדגישים את הגמישות בבחירת קורסים וסדר הלימוד בתוכנית?,"[Document(id='fcab6516-794e-4ba6-a597-cbe7b8cc3a73', metadata={'source': '383-2025.pdf', 'start_index': -1}, page_content='� ללמוד את כל הקורסים בלוח\nזמנים קשיח. הקורסים הם ייחודיים לתכנית להנדסת מערכות. העבודה בפרויקט הגמר ובסמינר החקר בקבוצות\nקטנות )3-4 סטודנטים(. נדרשת חובת השתתפות מלאה בקורסים כדי לאפשר אינטראקציה, דיונים ומשוב.\nבשאיפה נרצה לקיים את התוכנית בימי חמישי ב')]"
108,מה הנפח הנקוב של נקודות זכות הנדרש להשלים לתואר?,[]
109,מהם סוגי הקורסים העיקריים בלימודי התואר הראשון לפי הטבלה?,[]
110,מה כוללת המחלקה להנדסת מכונות באוניברסיטת בן גוריון?,"[Document(id='7ed07d1a-0387-4f6e-8d9e-3a30363e579a', metadata={'source': '378-2025.pdf', 'start_index': 4343}, page_content='עוניינים להמשיך לתואר שלישי תחת הנחיית אותו המנחה. פרטים נוספים לגבי מסלול משולב\nלדוקטורט ניתן לקבל בבית הספר ללימודי מחקר מתקדמיםע""ש קרייטמן.\nסגל הוראה\nהתוכנית היא אחת מתוכניות הלימוד של המחלקה להנדסת מכונות. סגל הוראה כולל אנשי סגל של המחלקה להנדסת'), Document(id='ec0943c5-2010-4086-b0b7-6a5d03b65d9e', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ר במדעים ).B.Sc( בהנדסת מערכות תקשורת\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת מערכות תקשורת היא אחת התכניות במסגרת ביה""ס להנדסת חשמל\nומחשבים באוניברסיטת בן-גוריון בנגב .\nמערכות מיחשוב ומידע הפכו זה מכבר למרכיב בלתי נפרד מן החיים המודרנים. מע')]"
111,מהו תפקידו המרכזי של מהנדס המכונות?,"[Document(id='6f092779-f0da-4cb8-aee9-127b0b650908', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='�רנית תוך שימוש באלמנטים סופיים ובמחשב. ממהנדס.ת המבנים נדרשת\nיכולת המאפשרת לו.ה לבצע סינתזה של כל הידע שרכש.ה כדי לתכנן בפועל מבנים שונים .\nתחום ניהול הבנייה מבוסס על אינטראקציה של מערכות שירות שונות, הדורשת ידע בסיסי בהנדסת מבנים\nוידע בניהול הבנייה. ה�'), Document(id='df2b7ef3-fabe-4f8b-bd9e-77335f300845', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�לק מהתחומים המגוונים שמהנדס מחשבים יכול לעסוק בהם בעתיד – הם במחקר והן בתעשיה. בנוסף,\nבסמסטר השביעי והשמיני בוחר התלמיד בפרויקט הנדסי שמטרתו לאפשר לתלמיד ליישם ולשכלל את הידע שרכש\nואת הכישורים שפיתח לפתרון בעיה הנדסית בצורה מודרכת ומונחית .\nהחל משנ')]"
112,כיצד מורכבת תכנית הלימודים לתואר ראשון בהנדסת מכונות?,[]
113,איזו הכשרה בסיסית מקבלים הסטודנטים בשתי שנות הלימוד הראשונות?,"[Document(id='31060e60-b7f4-41a9-90b7-58721d25e650', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='� לתפקידי ניהול פרויקטים וניהול כללי בתעשייה.\nמבנה תכנית הלימודים\nתכנית הלימודים לתואר ראשון (.B.Sc) מקנה לבוגרים את התואר מהנדס. משך הלימודים המקובל לתואר ראשון\nהוא ארבע שנים. הלימודים משלבים הרצאות, תרגולים, מעבדות ופרויקטים. התכנית מספקת בסיס רחב המקנה\nלתלמיד')]"
114,כיצד בנויות השנים המתקדמות בלימודי הנדסת מכונות?,[]
115,מהו פרויקט הגמר בלימודי הנדסת מכונות?,[]
116,אילו תחומי מחקר והתמחות קיימים בקרב חברי הסגל במחלקה?,"[Document(id='12874d79-e215-4096-8761-f0fdcaa024ec', metadata={'source': '369-2025.pdf', 'start_index': 1642}, page_content=' על מחקר במעבדות המחלקה בהנחיית חברי הסגל. מהתלמידים נדרשת עבודת מחקר ברמה גבוהה\nהמתפרסמת בכתבי עת מובילים בתחום. מבחר נושאי המחקר במחלקה רחב ביותר, ומתמקד באלו הנחשבים\nלטכנולוגיות העילית שבביוטכנולוגיה, כגון: הנדסת רקמות ותאי גזע, ביו-חומרים חכמים, בי')]"
117,כיצד מתבטאת ההתנסות המעשית במסגרת הלימודים?,"[Document(id='7161c410-3bf3-4768-833c-91c6b049b0ee', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�טטיסטיקה ועוד. החל מהשנה\nהשנייה התכנית כוללת מגוון רחב של קורסים בתחום של הנדסת מערכות מידע ותוכנה. השנה הרביעית כוללת\nמגוון של קורסי בחירה במערכות מידע וכן פרויקט מסכם שנתי שבו נדרש התלמיד לבצע עבודה מקיפה\nואינטגרטיבית. המחלקה מעודדת את הסטוד�')]"
118,מה נדרש מכל תלמיד לצבור כדי להשלים את התואר בהנדסת מכונות?,"[Document(id='494f900e-2037-458e-aabc-d301407efdc8', metadata={'source': '361-2025.pdf', 'start_index': 46394}, page_content='ו. השתתפות בחלק מן המעבדות מותנית במקצוע בחירה אחד אותו\nיש ללמוד לפני המעבדה.\n4. מקצוע ליבה\nמקצוע המקנה לתלמיד ידע בשטחים שונים של הנדסת חשמל ומחשבים.\nעל מנת להשלים את לימודיו, חייב כל תלמיד בלימוד של אחד מקורסי ליבה מתוך הרשימה מטה.\n5. פרויקט הנדסי\nה'), Document(id='f36352a5-6e17-4915-a25f-accb107d4a5c', metadata={'source': '361-2025.pdf', 'start_index': 131401}, page_content=' לא ניתן לעבור למסלול ללא עבודת גמר.\n93\n 12. לא ניתן לצאת לחופשת לימודים במהלך השנה הראשונה לתואר.\nחזרה מתוכנית מית""ר למסלול רגיל לתואר ראשון\nתלמיד מתוכנית מית""ר להנדסה יוכל בכל שלב לוותר על התוכנית ולחזור למסלול לימודים רגיל\nלתואר ראשון, בתנאי שטרם השלים את הדרישו')]"
119,מהו האופי הייחודי של בית הספר להנדסת חשמל ומחשבים?,"[Document(id='2121f787-f6b9-4191-a453-b7ad6990eb36', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�קדמית, והן בתעשיית ההייטק .\nמטרת בית הספר להנדסת חשמל ומחשבים היא כפולה. מחד, ביה""ס מכשיר מהנדסים בעלי רקע בסיסי במדעי\nהיסוד ובמקצועות היסוד בתחומי הנדסת החשמל, הנדסת המחשבים, והנדסת מערכות התקשורת. הרקע\nהבסיסי הוא חיוני כדי לאפשר למהנדס להתמוד'), Document(id='1edf2272-0330-4b0b-a051-b6782f85fcf0', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ת זהות\nבית הספר להנדסת חשמל ומחשבים הוא מסגרת ייחודית בנוף ההנדסה במדינת ישראל. בית הספר מאגד\nבמסגרתו מספר תכניות לימודים לתואר ראשון, כמו גם מספר תכניות לימודים לתארים מתקדמים )שני ושלישי(,\nהמספקים לסטודנטים רוחב יריעה, מגוון אפשרויות, והכרות נרחבת �'), Document(id='c1ec31e2-97fb-4b94-8173-8c4a94415125', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ארי. .B.Sc: הנדסת חשמל ומחשבים, הנדסת חשמל ומחשבים עם\nהתמחות במתמטיקה, הנדסת מחשבים והנדסת מערכות תקשורת. לכל אחד מהתארים הנ""ל יש מסלולי לימוד\nשיפורטו בהמשך. הלימודים לתואר שני ושלישי במסגרת בית הספר מתקיימים במסגרת שלושה חוגים: החוג\nלהנדסת חשמל ומחשבים, ה'), Document(id='87b57f49-f25b-4e42-bdec-2092b92042f3', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�וגר במדעים (.B.Sc) בהנדסת חשמל ומחשבים\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת חשמל ומחשבים היא אחת התכניות במסגרת ביה""ס להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון בנגב . העבודה בתעשיית ההיטק דורשת מהמהנדס גמישות מחשבתית\nויכולת להבין ולהתמודד עם נ'), Document(id='42aed290-c8ed-4a4f-9553-9d4378763ee7', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שענת על היכולת להכשיר\nמהנדסים בעלי ראייה נרחבת בתחומים אלו.\nתכנית הלימודים לתואר הראשון ).B.Sc( בהנדסת מערכות תקשורת כוללת שנה ראשונה של לימודי יסוד המשותפת\nלכלל תלמידי ביה""ס להנדסת חשמל ומחשבים, ועיקרה קורסי יסוד במתמטיקה, פיזיקה, מדעי המחשב, הנדסת\nחשמל, וה�'), Document(id='7ed6a4de-28d2-467c-9bdb-533818ecd8e9', metadata={'source': '361-2025.pdf', 'start_index': 2542}, page_content=' השונות, את ההבדלים ביניהן, ואת הייחודיות של כל תכנית.\nהחל משנת הלימודים השניה מתחילים הסטודנטים להתמקד בתכנים ספציפיים בהתאם לתכנית הלימודים בה\nהם לומדים; )1( בתכנית להנדסת חשמל ומחשבים הדגשים הם על תחומים כגון הספק ואנרגיה, אלקטרומגנטיות\nומיקרוגלים')]"
120,מה מטרת בית הספר להנדסת חשמל ומחשבים בהכשרת מהנדסים?,"[Document(id='2121f787-f6b9-4191-a453-b7ad6990eb36', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�קדמית, והן בתעשיית ההייטק .\nמטרת בית הספר להנדסת חשמל ומחשבים היא כפולה. מחד, ביה""ס מכשיר מהנדסים בעלי רקע בסיסי במדעי\nהיסוד ובמקצועות היסוד בתחומי הנדסת החשמל, הנדסת המחשבים, והנדסת מערכות התקשורת. הרקע\nהבסיסי הוא חיוני כדי לאפשר למהנדס להתמוד'), Document(id='87b57f49-f25b-4e42-bdec-2092b92042f3', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�וגר במדעים (.B.Sc) בהנדסת חשמל ומחשבים\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת חשמל ומחשבים היא אחת התכניות במסגרת ביה""ס להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון בנגב . העבודה בתעשיית ההיטק דורשת מהמהנדס גמישות מחשבתית\nויכולת להבין ולהתמודד עם נ'), Document(id='c1ec31e2-97fb-4b94-8173-8c4a94415125', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ארי. .B.Sc: הנדסת חשמל ומחשבים, הנדסת חשמל ומחשבים עם\nהתמחות במתמטיקה, הנדסת מחשבים והנדסת מערכות תקשורת. לכל אחד מהתארים הנ""ל יש מסלולי לימוד\nשיפורטו בהמשך. הלימודים לתואר שני ושלישי במסגרת בית הספר מתקיימים במסגרת שלושה חוגים: החוג\nלהנדסת חשמל ומחשבים, ה'), Document(id='ec0943c5-2010-4086-b0b7-6a5d03b65d9e', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ר במדעים ).B.Sc( בהנדסת מערכות תקשורת\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת מערכות תקשורת היא אחת התכניות במסגרת ביה""ס להנדסת חשמל\nומחשבים באוניברסיטת בן-גוריון בנגב .\nמערכות מיחשוב ומידע הפכו זה מכבר למרכיב בלתי נפרד מן החיים המודרנים. מע'), Document(id='2cce989e-78c7-487b-a98d-0eacf9f44c66', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='היה לתלמיד מנחה מהמחלקה להנדסת מערכות תוכנה ומידע, ומנחה נוסף מהפקולטה למדעי\nהרפואה.\nלמי מתאימה התכנית?\nלימודי המגמה מיועדים בעיקר לבוגרי תואר ראשון בהנדסת מערכות מידע, הנדסת תוכנה, מדעי המחשב או\nתכניות דומות, או לבוגרי תואר ראשון לפחות ברפואה, במ�'), Document(id='ab9d78db-8104-406e-a1b6-29d8d0c67b8b', metadata={'source': '361-2025.pdf', 'start_index': 125804}, page_content='כנית מית""ר להנדסה )מסלול ישיר לתואר שני (\nמטרת התוכנית היא קידום מהיר של תלמידים מצטיינים עם פוטנציאל גבוה להשתלב במחקרים\nבחזית המדע. התוכנית מיועדת לתלמידי תואר ראשון בהנדסת חשמל ומחשבים בסוף הסמסטר\nהשישי, וכן לתלמידי תואר ראשון בתואר כפול בהנדסת חשמל -מתמט'), Document(id='132534c3-c27a-4bb4-8a88-f26ba3fda7d1', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='אר ראשון – הנדסת בניין\nתוכנית הלימודים של לימודי הסמכה של מהנדס.ת הבניין באוניברסיטת בן-גוריון בנגב בנויה ממקצועות מדעיים\nבסיסיים במתמטיקה, פיזיקה, כימיה ומחשוב, הניתנים על ידי הפקולטה למדעי הטבע, ושאחריהם נלמדים\nמקצועות האנליזה והתכן. המקצועות בה�')]"
121,אילו תכניות לתואר ראשון מוצעות בבית הספר להנדסת חשמל ומחשבים?,"[Document(id='9227b42b-374d-4377-9488-e556f0bab77c', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שמל ומחשבים ובוגר.B.Sc במדעי המחשב. לפיכך בוגר\nהתוכנית יוכל להמשיך ללא השלמות לתואר שני בבית הספר להנדסת חשמל ומחשבים או במחלקה למדעי המחשב,\nלפי בחירתו .\nהתוכנית מיועדת לתלמידים שיעמדו בתנאי הקבלה לתואר ראשון של כל אחת מהמחלקות - הנדסת חשמל\nומחשבים ומדעי המחש'), Document(id='3d1e67be-3211-4b5b-b112-a60837027e19', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='� בהנדסת חשמל ומחשבים 8\nתוכנית לימודים לתואר ראשון בהנדסת חשמל ומחשבים\nעם מסלול התמחות במתמטיקה 28\nתוכנית לימודים לתואר ראשון בהנדסת מערכות תקשורת 33\nתוכנית לימודים לתואר ראשון בהנדסת מחשבים 43\nתארים ראשונים כפולים בהנדסת חשמל ומחשבים 49\nשיוך חברי הסגל האקדמי לח'), Document(id='ec0943c5-2010-4086-b0b7-6a5d03b65d9e', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ר במדעים ).B.Sc( בהנדסת מערכות תקשורת\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת מערכות תקשורת היא אחת התכניות במסגרת ביה""ס להנדסת חשמל\nומחשבים באוניברסיטת בן-גוריון בנגב .\nמערכות מיחשוב ומידע הפכו זה מכבר למרכיב בלתי נפרד מן החיים המודרנים. מע'), Document(id='132534c3-c27a-4bb4-8a88-f26ba3fda7d1', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='אר ראשון – הנדסת בניין\nתוכנית הלימודים של לימודי הסמכה של מהנדס.ת הבניין באוניברסיטת בן-גוריון בנגב בנויה ממקצועות מדעיים\nבסיסיים במתמטיקה, פיזיקה, כימיה ומחשוב, הניתנים על ידי הפקולטה למדעי הטבע, ושאחריהם נלמדים\nמקצועות האנליזה והתכן. המקצועות בה�'), Document(id='42aed290-c8ed-4a4f-9553-9d4378763ee7', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שענת על היכולת להכשיר\nמהנדסים בעלי ראייה נרחבת בתחומים אלו.\nתכנית הלימודים לתואר הראשון ).B.Sc( בהנדסת מערכות תקשורת כוללת שנה ראשונה של לימודי יסוד המשותפת\nלכלל תלמידי ביה""ס להנדסת חשמל ומחשבים, ועיקרה קורסי יסוד במתמטיקה, פיזיקה, מדעי המחשב, הנדסת\nחשמל, וה�'), Document(id='2cce989e-78c7-487b-a98d-0eacf9f44c66', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='היה לתלמיד מנחה מהמחלקה להנדסת מערכות תוכנה ומידע, ומנחה נוסף מהפקולטה למדעי\nהרפואה.\nלמי מתאימה התכנית?\nלימודי המגמה מיועדים בעיקר לבוגרי תואר ראשון בהנדסת מערכות מידע, הנדסת תוכנה, מדעי המחשב או\nתכניות דומות, או לבוגרי תואר ראשון לפחות ברפואה, במ�')]"
