,question,relevant_documents_from_dense_retrieval
42,כיצד התכנית להנדסת מערכות מידע משלבת נושאי אבטחת מידע?,"[Document(id='ffd8dada-4b93-4e02-afaf-5186352f2407', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�לוחמת מידע\nהמגמה נועדה להכשיר סטודנטים להיות אנשי מקצוע בתחום של אבטחת מידע במרחב המקוון הכולל\nקידוד וייצוג מידע, פרטיות, כרית מידע, אבטחת מידע, אבטחת רשתות ואבטחת מערכות ממוחשבות.\nלימודי המגמה עונים על צורך ברור של המשק באנשי מקצוע בתחום של אבטחת'), Document(id='18722b0c-3dbc-4e8b-a2a8-59aa6772b2d7', metadata={'source': '372-2025.pdf', 'start_index': 36665}, page_content='תונים, מערכות לומדות וכריית מידע.\nאוניברסיטת בן-גוריון בנגב ידועה כמובילה בתחום מדעי הנתונים בארץ ובעולם, ומציעה לסטודנטים\nבתכנית תחומי מחקר מרתקים, חלקם בשיתוף עם חברות בינלאומיות .\nלמי מיועדת התכנית : סטודנטים בעלי תואר ראשון בהנדסת מערכות מידע'), Document(id='e6d93436-0a76-4ba3-a489-e216c77f3a7a', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='קי אדם מחשב, מערכות מידע ברפואה, לוחמת מידע\nמנועי חיפוש ומערכות המלצה, בסיסי נתונים, big-data\nניתוח וקבלת החלטות במערכות מידע, מידול מערכות מידע, ויזואליזציה\nפרטיות אלקטרונית\nתנאי קבלה\nזכאים להירשם לתוכנית התואר השני בהנדסת מערכות מידע, בעלי תואר ראשון ממו�'), Document(id='1f73283c-5770-4014-975a-e4924cdf57ff', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='רים לטכנולוגיות מידע מתקדמות כגון: אחזור מידע, כריית\nנתונים, אבטחת מידע, מערכות מידע רפואיות, בסיסי נתונים מבוזרים, בינה מלאכותית, למידת מכונה\nועוד. בוגר הנדסת מערכות מידע עשוי למלא תפקידים מגוונים בתחום, כגון: אפיון צרכי מחשוב של ארגונים,\nניתוח ו�'), Document(id='f0e0ce0b-c577-4010-a189-ea4c46032887', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='ח ועיצוב מערכות מידע, בסיסי נתונים, הנדסת שיטות ותהליכים, הנדסת\nגורמי אנוש, סימולציה, אוטומציה, וניהול פרויקטים. קורסי החובה מיועדים לרכישת תשתית הידע המקצועי,\nלהקניית ראייה מערכתית אינטגרטיבית, ולבניית ""ארגז הכלים"" הנדרש למהנדסי תעשייה וניהול.\n• קורסי �'), Document(id='a683299f-2e77-4dbe-a46b-4e8b314e9248', metadata={'source': '372-2025.pdf', 'start_index': 25513}, page_content=' השתתפותם בתכנית.\n22\n 3.5 התכנית להנדסת תוכנה\nמטרת התוכנית להנדסת תוכנה הינה להכשיר אנשי תוכנה בעלי השכלה רחבה בתחומים החשובים בתעשיית\nהתוכנה, החל משיטות לאפיון, מידול, ובנייה של מערכות תוכנה גדולות, וכלה בתחומי ידע כגון אבטחת מידע,\nתקשורת מחשבים, בס')]"
43,מדוע מושם דגש על ניתוח מערכות ובסיסי נתונים בלימודי הנדסת מערכות מידע?,"[Document(id='38701024-7984-45f4-acd6-729c127463dc', metadata={'source': '372-2025.pdf', 'start_index': 17308}, page_content='אות( הם אחד מנכסיו העיקריים של הארגון וניתוח מושכל שלהם\nמעניק יתרון משמעותי לבעליו .\nלימודי התואר הראשון בהנדסת נתונים במסגרת המחלקה להנדסת מערכות תוכנה ומידע מיועדים להכשיר\nמהנדסים איכותיים שיכולים להשתלב בתחומים של ניתוח נתונים (Data Analytics), הנדסת נתונים (Data\nEngineering)'), Document(id='33d77d21-c58c-4a33-a7aa-c9f93fa6c8d4', metadata={'source': '372-2025.pdf', 'start_index': 1910}, page_content='גוון תפקידים במערכות מידע ממוחשבות בסביבה הטכנולוגית המודרנית. הלימודים\nבתחום המקצועי של הנדסת מערכות מידע כוללים נושאים יסודיים בתחומים שונים כגון: תכנות, ניתוח\nועיצוב מערכות ובסיסי נתונים וכן קורסים הקשורים לטכנולוגיות מידע מתקדמות כגון: אחזו'), Document(id='11e98f7e-2f06-418c-9938-e186d2d3a6b4', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='"" ניתן למצוא בקישור זה.\n23\n 4. תכנית לימודים לתואר שני בהנדסת מערכות מידע\n(M.Sc).\nתכנית הלימודים לתואר מגיסטר (M.Sc) בהנדסת מערכות מידע מיועדת להכשיר חוקרים ואנשי מקצוע\nאיכותיים לעסוק במחקר, תכנון, פיתוח וניהול של מערכות מידע וטכנולוגיות מידע ונתונים מת�'), Document(id='23e694c4-8b4c-435f-b4f3-f1976658c074', metadata={'source': '372-2025.pdf', 'start_index': 2322}, page_content='ון: אפיון צרכי מחשוב של ארגונים,\nניתוח ועיצוב של התכנה, מנשקי המשתמשים ובסיס הנתונים, תכנות, הטמעה, אבטחה, ניתוח נתונים, וכן\nתפעול וניהול של יחידות מחשב ומערכות מידע .\nתכנית הלימודים בהנדסת נתונים מספקת לתלמידים עקרונות וטכניקות המהוות בסיס ידע עיק'), Document(id='e6d93436-0a76-4ba3-a489-e216c77f3a7a', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='קי אדם מחשב, מערכות מידע ברפואה, לוחמת מידע\nמנועי חיפוש ומערכות המלצה, בסיסי נתונים, big-data\nניתוח וקבלת החלטות במערכות מידע, מידול מערכות מידע, ויזואליזציה\nפרטיות אלקטרונית\nתנאי קבלה\nזכאים להירשם לתוכנית התואר השני בהנדסת מערכות מידע, בעלי תואר ראשון ממו�')]"
44,מהו היקף נקודות הזכות הנדרש לסיום התואר בהנדסת מערכות מידע?,"[Document(id='2146ff26-d12d-4c66-9543-31f77190841b', metadata={'source': '364-2025.pdf', 'start_index': 5772}, page_content=' לתואר ראשון ).B.Sc( בהנדסת תעשייה וניהול מיועדת למועמדים בעלי רקע מתמטי,\nמדעי וטכנולוגי המתאימים ללימודי הנדסה. מבנה התוכנית מושתת על מספר רבדים :\n• קורסי התשתית המדעית מיועדים להקניית הבסיס המדעי הנדרש למהנדסי תעשייה וניהול, בתחומי ידע כגון\nהנדסה,'), Document(id='6508438f-d4fa-4319-bc0f-79ba3115ce72', metadata={'source': '383-2025.pdf', 'start_index': 4664}, page_content=' ייחשפו לסטודנטים ויציגו סוגיות, נושאים\nהקשורים ליישומים, שיטות ותהליכים בהנדסת המערכות.\nהדרישות מבחינת היקף נקודות הזכות שיש לצבור במסלול זה תואמות לדרישות המקובלות בפקולטה למדעי\nההנדסה, כדלהלן:\n3\n א. מסלול כללי )מסלול עם פרויקט גמר, ללא תזה(\nלימוד בהיקף 41 נק')]"
45,כיצד התכנית מטפלת בנושאים של כריית נתונים ובינה מלאכותית?,"[Document(id='88cd6187-00d8-4854-bdb5-6e73ce4d1dc9', metadata={'source': '372-2025.pdf', 'start_index': 2941}, page_content='.\nבוגר הנדסת נתונים יוכל לפתח ולהפעיל בצורה מיטבית מערכות ניתוח נתונים ולרתום את טכנולוגית מדעי\nהנתונים כדי להפיק את המרב מהנתונים הרבים שנאגרים במערכות מידע ארגוניות וציבוריות. לימודי\nהתואר עונים על הצורך העולה באנשי מקצוע בתחומים של Big Data ,הנדסת הנתונים'), Document(id='18722b0c-3dbc-4e8b-a2a8-59aa6772b2d7', metadata={'source': '372-2025.pdf', 'start_index': 36665}, page_content='תונים, מערכות לומדות וכריית מידע.\nאוניברסיטת בן-גוריון בנגב ידועה כמובילה בתחום מדעי הנתונים בארץ ובעולם, ומציעה לסטודנטים\nבתכנית תחומי מחקר מרתקים, חלקם בשיתוף עם חברות בינלאומיות .\nלמי מיועדת התכנית : סטודנטים בעלי תואר ראשון בהנדסת מערכות מידע'), Document(id='bb6cea00-f388-43d3-91b2-bbeb841c2df9', metadata={'source': '372-2025.pdf', 'start_index': 37285}, page_content='שני. העבודה תעבור הליך שיפוט על פי נוהלי\nהפקולטה למדעי ההנדסה. עבודת התזה תהיה בתחום של למידה חישובית וניתוח נתוני עתק.\nתחומי מחקר במחלקה:\nמדעי הנתונים, למידה חישובית, בינה מלאכותית, כריית מידע בזמן אמת, Big Data , חיזוי סדרות\nעתידיות, כריית טקסט, למידה עמוקה, זיהוי א'), Document(id='f16e7c53-3b96-4c56-83a3-609a3c9a4425', metadata={'source': '372-2025.pdf', 'start_index': 4418}, page_content='ה\nואינטגרטיבית. המחלקה מעודדת את הסטודנטים להמשיך את לימודיהם לתארים מתקדמים.\nבמסגרת תכנית הלימודים לתואר ראשון, המחלקה מאפשרת לסטודנטים הרוצים בכך להתמחות במגמות לימוד\nייחודיות: בינה מלאכותית, בינה עסקית וכריית נתונים ואבטחת מידע ולוחמת מידע. במסגרת'), Document(id='782e26f7-dd77-441b-908c-09f0aebd4912', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�דמיה ממוחשבת, סוכנים באינטרנט, מסחר ממוחשב, תכנות\nלימוד, רפואה ממוחשבת ועוד .\nהמחלקה להנדסת מערכות תוכנה ומידע כוללת את המספר הרב ביותר של חוקרי בינה מלאכותית\nבהשוואה למחלקות אחרות בארץ. היא ידועה בארץ ובעולם כמובילה במספר תחומים בבינה מלאכותית.\nהלימודים �'), Document(id='a83489a3-0caf-475d-b7d6-eb63af0a1c04', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�וע המוטיבציה של הסטודנטים להבין את המושגים התיאורטיים המופשטים\nמתחזקת מאד כאשר הם נחשפים ליישומים בתחום. המגמה נערכה בצורה כזו שתביא לאיזון בין שלושת\nההיבטים הבאים: שיטות חישוביות, טכנולוגיות מידע, והיבטי ניהול .\nבמסגרת פרויקט הגמר, הסטודנטים יתמודדו עם ב'), Document(id='33a37594-e24c-4f10-b9ef-538ea8626a2b', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='�ומי\nהייצור והשירותים, תוך שימוש בכלים, גישות ומתודולוגיות כמותיות מתקדמות לניתוח, פיתוח, עיצוב ובקרה של\nמערכות .\n• מגמת סטטיסטיקה שימושית מכשירה חוקרים לשלב ידע מתחומי הנדסת תעשייה עם כלים מתקדמים\nבסטטיסטיקה )כולל למידת מכונה וכריית נתונים( כדי לתכנן ניסויים ו')]"
46,כיצד בנוי הפרויקט המסכם בשנה הרביעית להנדסת מערכות מידע?,"[Document(id='83a9df96-b7dd-44fb-8597-a4b80fbbd648', metadata={'source': '372-2025.pdf', 'start_index': 41408}, page_content='כותית )למשל בתחום הרובוטיקה(. הסטודנטים יהיו רשאים לקחת קורסים אלו\nבכפוף לאישור ועדת ההוראה של המחלקה.\n32\n ד. עבודת התזה בתחום הבינה המלאכותית\nכל תלמיד לתואר השני בהנדסת מערכות מידע, ובכלל זה בלימודי המגמה לבינה מלאכותית ומערכות\nתוכנה אוטונומיות, חייב לבצע ת'), Document(id='a9d9fb6b-c999-4db1-bd94-cd71dc72b93e', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='נות אוטומטיות.\nמסלול הבקרה, מכטרוניקה ורובוטיקה מכשיר מהנדסי מכונות עם התמחות בתחום הבקרה. התלמידים\nלומדים את עקרונות התכנון של מערכות בקרה, משלב התכנון ועד שלב המימוש על ידי מערכות מיקרו-\nמחשב. המסלול שם דגש על מערכות רובוטיות. במסגרת זו התלמידים לומדי�'), Document(id='6f092779-f0da-4cb8-aee9-127b0b650908', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='�רנית תוך שימוש באלמנטים סופיים ובמחשב. ממהנדס.ת המבנים נדרשת\nיכולת המאפשרת לו.ה לבצע סינתזה של כל הידע שרכש.ה כדי לתכנן בפועל מבנים שונים .\nתחום ניהול הבנייה מבוסס על אינטראקציה של מערכות שירות שונות, הדורשת ידע בסיסי בהנדסת מבנים\nוידע בניהול הבנייה. ה�')]"
47,מדוע עודדת המחלקה לסטודנטים להמשיך ללימודים לתארים מתקדמים?,"[Document(id='69eaf2f3-9554-4fd7-8d20-454aa7eb0aeb', metadata={'source': '364-2025.pdf', 'start_index': -1}, page_content='לז ה יחל בלימודי תואר שני כבר בשנה הרביעית ללימוד יו, יזכה למלגות, יבצע לבדו\nפרויקט גמר מחקרי שיורחב לתזה, ולרוב יוכל גם להשתלב בסגל הזוטר כעוזר הוראה .\n• מסלול קש""ת )קיצור ושילוב תארים(: המחלקה מעודדת תלמידים בעלי נתונים מתאימים להמשיך ללימודי תואר\nשני גם שלא במ�')]"
48,אילו רקעים אקדמיים מתאימים לתכנית בהנדסת נתונים?,"[Document(id='ddb3cf80-cb80-49ad-81d4-726a948f1156', metadata={'source': '362-2025.pdf', 'start_index': 61463}, page_content='ורסים המרכיבים את המסלול לבקרה ומכטרוניקה בלימודים\nלקראת תואר ראשון במחלקה להנדסת מכונות באוניברסיטת בן-גוריון בנגב. לכל מועמד תקבע תוכנית השלמה\nבהתאם לרקע הקודם שלו. קורסי ההשלמה אינם מזכים את הסטודנטים בנק""ז לתואר שני.\nב. קורסי חובה\nאשכול 1 – כללי\n'), Document(id='e37e2505-0b2b-467d-b873-5bde2c642398', metadata={'source': '367-2025.pdf', 'start_index': 24221}, page_content='למה/חובה נוספים, ייקבעו על סמך תחום התמחות הרצוי בתואר שני והישגיה תלמיד/ה בתואר ראשון\nוכוללים מקצועות יסוד, קורסים הנדסיים מתקדמים וקורסי מעבדה בתחומי ההנדסה הביורפואית.\n17\n תואר דוקטור לפילוסופיה\nכללי\nהלימודים ועבודת המחקר לקראת התואר ""דוקטור לפילוסו'), Document(id='18595576-004d-47b2-8da4-042eb72bd338', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content=""�ירה המוכרים במגמה, ניתן ללמוד קורסי בחירה נוספים מהמגוון הקיים.\nחברי מגמה ותחומי המחקר שלהם )סדר אלפביתי(\nפרופ' ברדה נועם\nאינפורמטיקה רפואית, מודלי ניבוי קליניים, הוגנות במודלים, הסקה סיבתית ואפידמיולוגיה מודרנית.\nפרופ' גל קובי\nבינה מלאכותית, קבלת החלטות, מ"")]"
49,מהי חשיבות למידת המכונה עבור מהנדסי מערכות מידע?,"[Document(id='1f73283c-5770-4014-975a-e4924cdf57ff', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='רים לטכנולוגיות מידע מתקדמות כגון: אחזור מידע, כריית\nנתונים, אבטחת מידע, מערכות מידע רפואיות, בסיסי נתונים מבוזרים, בינה מלאכותית, למידת מכונה\nועוד. בוגר הנדסת מערכות מידע עשוי למלא תפקידים מגוונים בתחום, כגון: אפיון צרכי מחשוב של ארגונים,\nניתוח ו�'), Document(id='ffd8dada-4b93-4e02-afaf-5186352f2407', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�לוחמת מידע\nהמגמה נועדה להכשיר סטודנטים להיות אנשי מקצוע בתחום של אבטחת מידע במרחב המקוון הכולל\nקידוד וייצוג מידע, פרטיות, כרית מידע, אבטחת מידע, אבטחת רשתות ואבטחת מערכות ממוחשבות.\nלימודי המגמה עונים על צורך ברור של המשק באנשי מקצוע בתחום של אבטחת'), Document(id='6f092779-f0da-4cb8-aee9-127b0b650908', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='�רנית תוך שימוש באלמנטים סופיים ובמחשב. ממהנדס.ת המבנים נדרשת\nיכולת המאפשרת לו.ה לבצע סינתזה של כל הידע שרכש.ה כדי לתכנן בפועל מבנים שונים .\nתחום ניהול הבנייה מבוסס על אינטראקציה של מערכות שירות שונות, הדורשת ידע בסיסי בהנדסת מבנים\nוידע בניהול הבנייה. ה�')]"
50,מדוע הביקוש לבוגרי המחלקה להנדסת ביוטכנולוגיה גדל בשנים האחרונות?,[]
51,אילו תחומי מחקר מעודדת המחלקה להנדסת ביוטכנולוגיה?,"[Document(id='7ed07d1a-0387-4f6e-8d9e-3a30363e579a', metadata={'source': '378-2025.pdf', 'start_index': 4343}, page_content='עוניינים להמשיך לתואר שלישי תחת הנחיית אותו המנחה. פרטים נוספים לגבי מסלול משולב\nלדוקטורט ניתן לקבל בבית הספר ללימודי מחקר מתקדמיםע""ש קרייטמן.\nסגל הוראה\nהתוכנית היא אחת מתוכניות הלימוד של המחלקה להנדסת מכונות. סגל הוראה כולל אנשי סגל של המחלקה להנדסת')]"
52,מהי מטרת התוכנית לתואר ראשון בהנדסת ביוטכנולוגיה?,"[Document(id='ab9d78db-8104-406e-a1b6-29d8d0c67b8b', metadata={'source': '361-2025.pdf', 'start_index': 125804}, page_content='כנית מית""ר להנדסה )מסלול ישיר לתואר שני (\nמטרת התוכנית היא קידום מהיר של תלמידים מצטיינים עם פוטנציאל גבוה להשתלב במחקרים\nבחזית המדע. התוכנית מיועדת לתלמידי תואר ראשון בהנדסת חשמל ומחשבים בסוף הסמסטר\nהשישי, וכן לתלמידי תואר ראשון בתואר כפול בהנדסת חשמל -מתמט')]"
53,כיצד משלבים סטודנטים בהנדסת ביוטכנולוגיה בין מחקר עצמאי לעבודה בתעשייה?,"[Document(id='18722b0c-3dbc-4e8b-a2a8-59aa6772b2d7', metadata={'source': '372-2025.pdf', 'start_index': 36665}, page_content='תונים, מערכות לומדות וכריית מידע.\nאוניברסיטת בן-גוריון בנגב ידועה כמובילה בתחום מדעי הנתונים בארץ ובעולם, ומציעה לסטודנטים\nבתכנית תחומי מחקר מרתקים, חלקם בשיתוף עם חברות בינלאומיות .\nלמי מיועדת התכנית : סטודנטים בעלי תואר ראשון בהנדסת מערכות מידע'), Document(id='8c8b6ccc-9e0d-433b-804b-74993c7160ff', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content=""�י\nשנהד' במסלול זה הם בעצם מסטרנטים על כל המשתמע מכך. העבודה על פרויקט הגמר משולבת\nלמעשה עם העבודה על התזה.\nמטרות המסלול\n• פיתוח מודעות בקרב סטודנטים מצטיינים להשתלב בתכנית לעידוד חוקרים.\n• הקמת עתודה מחקרית.\n• גיבוש נבחרת של מנהיגות טכנולוגית שתשפיע"")]"
54,אילו קורסים ייחודיים מוצעים לסטודנטים בהנדסת ביוטכנולוגיה?,"[Document(id='bcbd4ff3-5d74-4708-a33a-d48583579a84', metadata={'source': '362-2025.pdf', 'start_index': 7842}, page_content='נדסת חשמל\nומחשבים. בוגרי התוכנית יכולים להירשם בפנקס המהנדסים וכמו כן באפשרותם להמשיך ללא השלמות לתואר\nהשני והשלישי במחלקה להנדסת מכונות או בבית הספר להנדסת חשמל לפי בחירתם. תנאי הקבלה לתוכנית,\n5\n מבנה הלימודים ופרטים נוספים מובאים בהמשך.\nהתוכנית המשו'), Document(id='9555f15f-a492-459a-b668-f1d3705ce872', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�תואר.\nקורסי בחירה בהנדסת מערכות מידע\nבכל סמסטר יוצעו קורסי בחירה מתוך רשימת הקורסים\nבנוסף, חלק מהקורסים לתואר שני פתוחים כקורסי בחירה לתואר ראשון.\nלתוכניות הלימודים לסטודנטים שתוכניות הלימודים שלהם שונות מהשנתון .\n8\n מגמות לימוד לתואר ראשון בהנדסת �')]"
55,מהם כיווני הקריירה הפתוחים בפני בוגרי הנדסת ביוטכנולוגיה?,"[Document(id='517c3c7d-37de-4e48-a12b-1bb5c7d505f9', metadata={'source': '364-2025.pdf', 'start_index': 6400}, page_content='לים"" הנדרש למהנדסי תעשייה וניהול.\n• קורסי ההתמחות והבחירה מאפשרים לתלמי דים להעשיר את בסיס הידע וההתמקצעות בתחומי העניין שלהם,\nכבסיס לפיתוח קריירה עתידית. המחלקה מציעה בחירה בין שתי התמח ויות: מערכות מידע ומערכות נבונות .\nהמעוניינים בכך, רשאים להתמחות בהתאמה א')]"
56,כיצד מתבטאת הגישה הבין-תחומית בהנדסת ביוטכנולוגיה?,[]
57,כיצד מתייחסת התוכנית למפגעים סביבתיים במסגרת הביוטכנולוגיה?,[]
58,אילו כלים רוכשים הסטודנטים כדי לעסוק בהנדסה גנטית או תרפיה תאית?,"[Document(id='bfc06590-e2ec-47dc-a146-9f30dd6b7d0c', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='�וף הפעולה בין חוקרים משני התחומים הולך וגובר בחקר תופעות כגון חומרים\nמורכבים, תכונות מכאניות וחשמליות של חומרים, תהליכי ייצור ועוד. מטרת התוכנית היא להכשיר מהנדסים\nבשני התחומים ולהעניק להם רקע איתן בהנדסת מכונות וחומרים על מנת שיוכלו להתמודד בהצלחה ע')]"
